\lambda [nm]	
448.7799988	0.001623612
448.9599915	0.00156975
449.1399841	0.001493352
449.3200073	0.001407107
449.5	0.001321029
449.6799927	0.001232
449.8599854	0.00113119
450.0400085	0.001041982
450.2200012	0.000958539
450.3999939	0.000882193
450.5799866	0.000816634
450.7600098	0.000755604
450.9400024	0.00069874
451.1199951	0.000651306
451.2999878	0.000608999
451.4799805	0.000569878
451.6600037	0.000537094
451.8399963	0.000515272
452.019989	0.000495112
452.1999817	0.000474248
452.3800049	0.00046319
452.5599976	0.000450274
452.7399902	0.000445826
452.9199829	0.000435337
453.1000061	0.000439524
453.2799988	0.000438476
453.4599915	0.000449982
453.6399841	0.000460118
453.8200073	0.000474846
454	0.000488519
454.1799927	0.000513901
454.3599854	0.00054034
454.5400085	0.000582419
454.7200012	0.000613931
454.8999939	0.000671488
455.0799866	0.000737573
455.2600098	0.000814695
455.4400024	0.000913314
455.6199951	0.001029971
455.7999878	0.00117793
455.9799805	0.001337233
456.1600037	0.001527938
456.3399963	0.001772509
456.519989	0.002036925
456.6999817	0.002332502
456.8800049	0.002585278
457.0599976	0.002777761
457.2399902	0.002906095
457.4199829	0.002902615
457.6000061	0.002794442
457.7799988	0.002582049
457.9599915	0.002318184
458.1399841	0.002050108
458.3200073	0.001777851
458.5	0.001526095
458.6799927	0.001315281
458.8599854	0.001136011
459.0400085	0.000994146
459.2200012	0.000875583
459.3999939	0.000781557
459.5799866	0.000694355
459.7600098	0.000627149
459.9400024	0.000570813
460.1199951	0.000519674
460.2999878	0.000484546
460.4799805	0.000454396
460.6600037	0.000420125
460.8399963	0.000390491
461.019989	0.000373551
461.1999817	0.000355182
461.3800049	0.000336079
461.5599976	0.000325433
461.7399902	0.000308624
461.9199829	0.000300368
462.1000061	0.00028856
462.2799988	0.000280618
462.4599915	0.000272805
462.6399841	0.000265415
462.8200073	0.000260459
463	0.000253621
463.1799927	0.000248073
463.3599854	0.000242525
463.5400085	0.000241655
463.7200012	0.000236509
463.8999939	0.000233859
464.0799866	0.000225596
464.2600098	0.000224374
464.4400024	0.00021876
464.6199951	0.000216056
464.7999878	0.000215517
464.9799805	0.000213134
465.1600037	0.00021279
465.3399963	0.000207708
465.519989	0.000209334
465.6999817	0.000207409
465.8800049	0.00020742
466.0599976	0.000204746
466.2399902	0.000206284
466.4199829	0.000203056
466.6000061	0.000208543
466.7799988	0.000205794
466.9599915	0.000213451
467.1399841	0.000213588
467.3200073	0.00022185
467.5	0.00022743
467.6799927	0.000233365
467.8599854	0.000236472
468.0400085	0.000245207
468.2200012	0.000257694
468.3999939	0.000270177
468.5799866	0.00028317
468.7600098	0.000296098
468.9400024	0.000313672
469.1199951	0.000338764
469.2999878	0.000357799
469.480011	0.000390891
469.6600037	0.000423514
469.8399963	0.00046821
470.019989	0.000510314
470.1999817	0.000567343
470.3800049	0.000637541
470.5599976	0.000717519
470.7399902	0.00082441
470.9199829	0.000942882
471.1000061	0.001082034
471.2799988	0.001270228
471.4599915	0.001492387
471.6399841	0.001752841
471.8200073	0.002069892
472	0.002400984
472.1799927	0.00273405
472.3599854	0.003078077
472.5400085	0.003365629
472.7200012	0.003544831
472.8999939	0.00359369
473.0799866	0.003532116
473.2600098	0.003347571
473.4400024	0.003092431
473.6199951	0.002817193
473.7999878	0.00253713
473.980011	0.002268104
474.1600037	0.002044449
474.3399963	0.001859789
474.519989	0.001692053
474.6999817	0.001547784
474.8800049	0.001445586
475.0599976	0.001355112
475.2399902	0.001268371
475.4199829	0.001204204
475.6000061	0.001157248
475.7799988	0.001113729
475.9599915	0.001073286
476.1399841	0.001036093
476.3200073	0.001008712
476.5	0.000988867
476.6799927	0.000943427
476.8599854	0.000907249
477.0400085	0.000873409
477.2200012	0.000843246
477.3999939	0.000790997
477.5799866	0.000746187
477.7600098	0.000700673
477.9400024	0.000641708
478.1199951	0.000587173
478.2999878	0.000524383
478.480011	0.00047377
478.6600037	0.000427076
478.8399963	0.000373126
479.019989	0.000340524
479.1999817	0.000300582
479.3800049	0.000265463
479.5599976	0.000233019
479.7399902	0.000206569
479.9199829	0.000184243
480.1000061	0.000166707
480.2799988	0.000148175
480.4599915	0.000128639
480.6399841	0.000120403
480.8200073	0.000108523
481	9.97036E-05
481.1799927	8.61391E-05
481.3599854	8.32183E-05
481.5400085	7.4602E-05
481.7200012	6.62293E-05
481.8999939	6.25787E-05
482.0799866	5.77741E-05
482.2600098	5.08432E-05
482.4400024	4.74041E-05
482.6199951	4.59751E-05
482.7999878	4.40272E-05
482.980011	3.97714E-05
483.1600037	3.71949E-05
483.3399963	3.71117E-05
483.519989	3.61894E-05
483.6999817	3.40531E-05
483.8800049	3.17788E-05
484.0599976	3.00756E-05
484.2399902	2.66563E-05
484.4199829	2.87492E-05
484.6000061	2.673E-05
484.7799988	2.61229E-05
484.9599915	2.37343E-05
485.1399841	2.48849E-05
485.3200073	2.55752E-05
485.5	2.3797E-05
485.6799927	2.45058E-05
485.8599854	2.69711E-05
486.0400085	2.36606E-05
486.2200012	2.06895E-05
486.3999939	2.60857E-05
486.5799866	2.32771E-05
486.7600098	2.44989E-05
486.9400024	2.55208E-05
487.1199951	2.22316E-05
487.2999878	2.55243E-05
487.480011	2.36415E-05
487.6600037	2.63989E-05
487.8399963	2.39856E-05
488.019989	2.66661E-05
488.1999817	2.53704E-05
488.3800049	2.66313E-05
488.5599976	2.8177E-05
488.7399902	2.6039E-05
488.9199829	2.74256E-05
489.1000061	2.84965E-05
489.2799988	3.00636E-05
489.4599915	2.93879E-05
489.6399841	3.13801E-05
489.8200073	2.98926E-05
490	2.93779E-05
490.1799927	2.9593E-05
490.3599854	3.28847E-05
490.5400085	3.55227E-05
490.7200012	3.40481E-05
490.8999939	3.48899E-05
491.0799866	3.82153E-05
491.2600098	3.47151E-05
491.4400024	4.03126E-05
491.6199951	4.08517E-05
491.7999878	3.99037E-05
491.980011	4.11636E-05
492.1600037	4.69982E-05
492.3399963	4.45125E-05
492.519989	4.90019E-05
492.6999817	5.14894E-05
492.8800049	5.06696E-05
493.0599976	5.52296E-05
493.2399902	5.76807E-05
493.4199829	6.11896E-05
493.6000061	6.46905E-05
493.7799988	6.90812E-05
493.9599915	7.57574E-05
494.1399841	7.97654E-05
494.3200073	8.1986E-05
494.5	9.33756E-05
494.6799927	0.000100545
494.8599854	0.000111084
495.0400085	0.000117803
495.2200012	0.000132897
495.3999939	0.000148396
495.5799866	0.000166995
495.7600098	0.000189733
495.9400024	0.00021265
496.1199951	0.000239416
496.2999878	0.000280036
496.480011	0.000324513
496.6600037	0.000383496
496.8399963	0.000450318
497.019989	0.000540235
497.2000122	0.000659472
497.3800049	0.00080419
497.5599976	0.000997982
497.7399902	0.001266285
497.9199829	0.001571692
498.1000061	0.001948845
498.2799988	0.002418689
498.4599915	0.002860181
498.6399841	0.003286721
498.8200073	0.003585127
499	0.003679962
499.1799927	0.00358963
499.3599854	0.003322194
499.5400085	0.002979928
499.7200012	0.002608535
499.8999939	0.002269957
500.0799866	0.002001924
500.2600098	0.00177009
500.4400024	0.001574511
500.6199951	0.001428842
500.7999878	0.001322981
500.980011	0.001225311
501.1600037	0.001157266
501.3399963	0.001113666
501.519989	0.001080215
501.7000122	0.00106804
501.8800049	0.001051555
502.0599976	0.001050259
502.2399902	0.001074924
502.4199829	0.001099489
502.6000061	0.001147366
502.7799988	0.001186054
502.9599915	0.001259957
503.1399841	0.001345838
503.3200073	0.001446842
503.5	0.001563575
503.6799927	0.001722784
503.8599854	0.001894922
504.0400085	0.002096602
504.2200012	0.002341727
504.3999939	0.002578066
504.5799866	0.002815394
504.7600098	0.003071799
504.9400024	0.003297828
505.1199951	0.003471277
505.2999878	0.00357115
505.480011	0.003579625
505.6600037	0.003506876
505.8399963	0.003353615
506.019989	0.003164314
506.2000122	0.00293346
506.3800049	0.002669736
506.5599976	0.002457239
506.7399902	0.002252512
506.9199829	0.002051593
507.1000061	0.001891045
507.2799988	0.001739788
507.4599915	0.001617427
507.6399841	0.001514544
507.8200073	0.001437359
508	0.001362581
508.1799927	0.00129664
508.3599854	0.001238454
508.5400085	0.001194497
508.7200012	0.001155876
508.8999939	0.001110061
509.0799866	0.00106515
509.2600098	0.001015867
509.4400024	0.00096785
509.6199951	0.000909089
509.7999878	0.000851108
509.980011	0.000790879
510.1600037	0.000721347
510.3399963	0.000648233
510.519989	0.000583617
510.7000122	0.000505762
510.8800049	0.000442348
511.0599976	0.000391911
511.2399902	0.000336884
511.4199829	0.000292251
511.6000061	0.000251205
511.7799988	0.000212389
511.9599915	0.000185146
512.1400146	0.000159917
512.3200073	0.000137661
512.5	0.000121579
512.6799927	0.000105308
512.8599854	8.76306E-05
513.039978	7.82379E-05
513.2199707	6.96183E-05
513.4000244	6.17434E-05
513.5800171	5.22975E-05
513.7600098	4.93037E-05
513.9400024	4.21002E-05
514.1199951	3.52132E-05
514.2999878	3.33721E-05
514.4799805	2.99924E-05
514.6599731	2.55823E-05
514.8400269	2.27395E-05
515.0200195	1.90993E-05
515.2000122	1.82513E-05
515.3800049	1.75277E-05
515.5599976	1.34604E-05
515.7399902	1.11586E-05
515.9199829	1.17756E-05
516.0999756	1.26722E-05
516.2799683	9.54276E-06
516.460022	8.408E-06
516.6400146	7.46735E-06
516.8200073	6.35704E-06
517	7.21329E-06
517.1799927	4.60438E-06
517.3599854	4.93372E-06
517.539978	3.73035E-06
517.7199707	1.3586E-06
517.9000244	1.83366E-06
518.0800171	0.000000917
518.2600098	2.77149E-06
518.4400024	1.12093E-06
518.6199951	1.66974E-06
518.7999878	0.000000198
518.9799805	0.00000086
519.1599731	0.000000659
519.3400269	0.000000157
519.5200195	-1.53822E-06
519.7000122	-5.36E-09
519.8800049	1.31743E-06
520.0599976	0.000000647
520.2399902	-1.14149E-06
520.4199829	0.00000063
520.5999756	2.52217E-06
520.7799683	-1.94095E-06
520.960022	-0.000000411
521.1400146	2.01E-08
521.3200073	-2.98639E-06
521.5	1.36116E-06
521.6799927	-0.00000061
521.8599854	-2.65762E-06
522.039978	1.43517E-06
522.2199707	-0.000000535
522.4000244	1.95658E-06
522.5800171	1.2053E-06
522.7600098	3.32601E-06
522.9400024	-0.000000198
523.1199951	1.77748E-06
523.2999878	2.55007E-06
523.4799805	-0.000000101
523.6599731	2.08078E-06
523.8400269	5.28791E-06
524.0200195	0.000000586
524.2000122	1.05248E-06
524.3800049	3.60031E-06
524.5599976	3.91515E-06
524.7399902	1.54493E-06
524.9199829	5.03237E-06
525.0999756	4.23406E-06
525.2799683	6.3764E-06
525.460022	6.47383E-06
525.6400146	8.14835E-06
525.8200073	9.28597E-06
526	7.27533E-06
526.1799927	1.2573E-05
526.3599854	1.21465E-05
526.539978	1.41842E-05
526.7199707	1.51345E-05
526.9000244	1.58764E-05
527.0800171	1.95004E-05
527.2600098	1.76966E-05
527.4400024	1.92626E-05
527.6199951	2.00992E-05
527.7999878	2.24895E-05
527.9799805	2.69667E-05
528.1599731	2.72544E-05
528.3400269	2.66209E-05
528.5200195	3.40535E-05
528.7000122	3.38722E-05
528.8800049	3.6963E-05
529.0599976	3.73266E-05
529.2399902	4.2051E-05
529.4199829	4.54987E-05
529.5999756	4.89733E-05
529.7799683	5.0731E-05
529.960022	5.48357E-05
530.1400146	5.49165E-05
530.3200073	5.71453E-05
530.5	6.07375E-05
530.6799927	6.3662E-05
530.8599854	6.52309E-05
531.039978	6.99169E-05
531.2199707	6.96221E-05
531.4000244	7.05933E-05
531.5800171	7.46215E-05
531.7600098	7.32258E-05
531.9400024	7.44749E-05
532.1199951	7.83612E-05
532.2999878	8.00637E-05
532.4799805	7.88045E-05
532.6599731	7.85009E-05
532.8400269	7.83001E-05
533.0200195	8.5491E-05
533.2000122	8.33794E-05
533.3800049	8.51291E-05
533.5599976	8.4265E-05
533.7399902	8.4729E-05
533.9199829	8.42961E-05
534.0999756	8.14598E-05
534.2799683	8.37868E-05
534.460022	8.30562E-05
534.6400146	8.16821E-05
534.8200073	8.23838E-05
535	8.9513E-05
535.1799927	8.96643E-05
535.3599854	8.61861E-05
535.539978	9.03801E-05
535.7199707	8.71978E-05
535.9000244	8.76711E-05
536.0800171	8.9375E-05
536.2600098	9.26883E-05
536.4400024	9.40936E-05
536.6199951	9.85636E-05
536.7999878	9.44245E-05
536.9799805	9.88104E-05
537.1599731	0.000100262
537.3400269	0.000101519
537.5200195	0.000103243
537.7000122	0.000103945
537.8800049	0.00011156
538.0599976	0.000115053
538.2399902	0.000120565
538.4199829	0.000117987
538.5999756	0.00012149
538.7799683	0.000125717
538.960022	0.000131476
539.1400146	0.000131545
539.3200073	0.000139572
539.5	0.000142593
539.6799927	0.000149518
539.8599854	0.000150566
540.039978	0.000151726
540.2199707	0.000156792
540.4000244	0.000164921
540.5800171	0.000172884
540.7600098	0.000174276
540.9400024	0.000181873
541.1199951	0.000187203
541.2999878	0.000189031
541.4799805	0.000195699
541.6599731	0.000202877
541.8400269	0.000207526
542.0200195	0.000213558
542.2000122	0.000215224
542.3800049	0.000223315
542.5599976	0.000225767
542.7399902	0.0002317
542.9199829	0.000232869
543.0999756	0.000240947
543.2800293	0.000241137
543.460022	0.000244065
543.6400146	0.000241324
543.8200073	0.000239768
544	0.000238882
544.1799927	0.000248513
544.3599854	0.000242207
544.539978	0.000235848
544.7199707	0.000234738
544.9000244	0.000229726
545.0800171	0.00022391
545.2600098	0.000220497
545.4400024	0.000209477
545.6199951	0.000209279
545.7999878	0.000206333
545.9799805	0.000194622
546.1599731	0.000187953
546.3400269	0.000182632
546.5200195	0.000183381
546.7000122	0.000170899
546.8800049	0.000164905
547.0599976	0.000158417
547.2399902	0.000146953
547.4199829	0.00014433
547.5999756	0.000140083
547.7800293	0.000129149
547.960022	0.000126904
548.1400146	0.000123338
548.3200073	0.000113718
548.5	0.000115611
548.6799927	0.000110075
548.8599854	0.000102314
549.039978	0.000100287
549.2199707	9.31562E-05
549.4000244	9.15797E-05
549.5800171	8.76314E-05
549.7600098	8.8874E-05
549.9400024	8.36325E-05
550.1199951	8.02714E-05
550.2999878	7.9452E-05
550.4799805	7.5554E-05
550.6599731	7.21323E-05
550.8400269	7.27233E-05
551.0200195	6.71197E-05
551.2000122	6.28703E-05
551.3800049	6.22076E-05
551.5599976	5.93313E-05
551.7399902	6.19924E-05
551.9199829	5.59238E-05
552.0999756	5.60117E-05
552.2800293	5.39738E-05
552.460022	5.51534E-05
552.6400146	5.41284E-05
552.8200073	5.24044E-05
553	5.01246E-05
553.1799927	5.0682E-05
553.3599854	4.70445E-05
553.539978	5.2963E-05
553.7199707	4.92102E-05
553.9000244	4.89424E-05
554.0800171	4.91664E-05
554.2600098	4.79261E-05
554.4400024	4.64932E-05
554.6199951	5.11362E-05
554.7999878	4.67708E-05
554.9799805	4.88784E-05
555.1599731	4.81397E-05
555.3400269	4.74154E-05
555.5200195	5.00164E-05
555.7000122	5.24716E-05
555.8800049	4.83944E-05
556.0599976	4.94964E-05
556.2399902	4.58886E-05
556.4199829	5.10946E-05
556.5999756	5.25508E-05
556.7800293	5.29871E-05
556.960022	5.37109E-05
557.1400146	5.3879E-05
557.3200073	5.1448E-05
557.5	5.816E-05
557.6799927	5.84882E-05
557.8599854	6.14101E-05
558.039978	5.98133E-05
558.2199707	6.50819E-05
558.4000244	6.58497E-05
558.5800171	6.55302E-05
558.7600098	6.83079E-05
558.9400024	6.95391E-05
559.1199951	6.99801E-05
559.2999878	7.35212E-05
559.4799805	7.50447E-05
559.6599731	7.87147E-05
559.8400269	7.68814E-05
560.0200195	8.15279E-05
560.2000122	8.19164E-05
560.3800049	8.59982E-05
560.5599976	8.81917E-05
560.7399902	8.61516E-05
560.9199829	8.87854E-05
561.0999756	9.02776E-05
561.2800293	9.41548E-05
561.460022	9.5471E-05
561.6400146	9.81197E-05
561.8200073	9.67803E-05
562	9.43964E-05
562.1799927	9.57481E-05
562.3599854	0.000100838
562.539978	0.00010016
562.7199707	9.79734E-05
562.9000244	9.79832E-05
563.0800171	9.89014E-05
563.2600098	0.000101723
563.4400024	9.73088E-05
563.6199951	9.66033E-05
563.7999878	9.52049E-05
563.9799805	9.14983E-05
564.1599731	9.18356E-05
564.3400269	8.95494E-05
564.5200195	9.03078E-05
564.7000122	8.36304E-05
564.8800049	8.73443E-05
565.0599976	8.82463E-05
565.2399902	8.05682E-05
565.4199829	8.21849E-05
565.5999756	7.99572E-05
565.7800293	7.84723E-05
565.960022	7.3967E-05
566.1400146	7.34403E-05
566.3200073	7.62605E-05
566.5	7.48179E-05
566.6799927	6.75349E-05
566.8599854	6.97488E-05
567.039978	6.90521E-05
567.2199707	7.04559E-05
567.4000244	7.00919E-05
567.5800171	6.78816E-05
567.7600098	6.58903E-05
567.9400024	7.23539E-05
568.1199951	6.52531E-05
568.2999878	6.50198E-05
568.4799805	6.76452E-05
568.6599731	6.41247E-05
568.8400269	6.82993E-05
569.0200195	6.76999E-05
569.2000122	6.72643E-05
569.3800049	6.79946E-05
569.5599976	6.64377E-05
569.7399902	6.75724E-05
569.9199829	6.8523E-05
570.0999756	7.1865E-05
570.2800293	6.82744E-05
570.460022	7.40687E-05
570.6400146	7.25255E-05
570.8200073	7.25955E-05
571	7.29528E-05
571.1799927	7.45267E-05
571.3599854	7.63009E-05
571.539978	7.959E-05
571.7199707	8.26582E-05
571.9000244	8.48709E-05
572.0800171	8.591E-05
572.2600098	8.65946E-05
572.4400024	8.927E-05
572.6199951	9.45745E-05
572.7999878	9.77967E-05
572.9799805	9.68026E-05
573.1599731	0.000105615
573.3400269	0.000102496
573.5200195	0.000104894
573.7000122	0.000111399
573.8800049	0.000114268
574.0599976	0.00011789
574.2399902	0.000119816
574.4199829	0.000123322
574.5999756	0.000128266
574.7800293	0.000131169
574.960022	0.000133897
575.1400146	0.000140033
575.3200073	0.000146493
575.5	0.000149051
575.6799927	0.000151878
575.8599854	0.000152352
576.039978	0.000151964
576.2199707	0.000159849
576.4000244	0.000162685
576.5800171	0.000165979
576.7600098	0.000171115
576.9400024	0.000171284
577.1199951	0.00017262
577.2999878	0.000169564
577.4799805	0.000176775
577.6599731	0.00017467
577.8400269	0.000176038
578.0200195	0.000176378
578.2000122	0.000178074
578.3800049	0.000177066
578.5599976	0.000181386
578.7399902	0.000180256
578.9199829	0.000179574
579.0999756	0.00017555
579.2800293	0.000179383
579.460022	0.00017854
579.6400146	0.000178067
579.8200073	0.000177383
580	0.000180997
580.1799927	0.000177176
580.3599854	0.000175311
580.539978	0.000180831
580.7199707	0.000180075
580.9000244	0.000182532
581.0800171	0.000180943
581.2600098	0.00017766
581.4400024	0.000180608
581.6199951	0.000184277
581.7999878	0.000183385
581.9799805	0.000182671
582.1599731	0.000185712
582.3400269	0.000182851
582.5200195	0.000193921
582.7000122	0.000189605
582.8800049	0.000188444
583.0599976	0.000194675
583.2399902	0.000192494
583.4199829	0.000194893
583.5999756	0.000199825
583.7800293	0.000201802
583.960022	0.000206212
584.1400146	0.000205982
584.3200073	0.00020771
584.5	0.000214856
584.6799927	0.000216055
584.8599854	0.000218585
585.039978	0.000222783
585.2199707	0.000226264
585.4000244	0.000230693
585.5800171	0.000236487
585.7600098	0.000237265
585.9400024	0.00024643
586.1199951	0.000250792
586.2999878	0.000259882
586.4799805	0.000260751
586.6599731	0.000267906
586.8400269	0.000272477
587.0200195	0.000274722
587.2000122	0.000279704
587.3800049	0.000287373
587.5599976	0.000287535
587.7399902	0.000292348
587.9199829	0.000300084
588.0999756	0.000306225
588.2800293	0.000313311
588.460022	0.00032015
588.6400146	0.000321058
588.8200073	0.000329444
589	0.000332546
589.1799927	0.000336064
589.3599854	0.000344721
589.539978	0.000347427
589.7199707	0.000352572
589.9000244	0.000356694
590.0800171	0.000368484
590.2600098	0.000369617
590.4400024	0.000374392
590.6199951	0.000381909
590.7999878	0.000387254
590.9799805	0.000400781
591.1599731	0.00040078
591.3400269	0.000409774
591.5200195	0.000415472
591.7000122	0.000420839
591.8800049	0.000432223
592.0599976	0.000441269
592.2399902	0.000445195
592.4199829	0.000454091
592.5999756	0.00046982
592.7800293	0.000481633
592.960022	0.000488573
593.1400146	0.000497106
593.3200073	0.000508776
593.5	0.000519276
593.6799927	0.000532949
593.8599854	0.000546627
594.039978	0.000559399
594.2199707	0.000577571
594.4000244	0.000586325
594.5800171	0.000604896
594.7600098	0.000617418
594.9400024	0.000635424
595.1199951	0.000652707
595.2999878	0.000665887
595.4799805	0.000684982
595.6599731	0.000700185
595.8400269	0.000717596
596.0200195	0.000733304
596.2000122	0.000746956
596.3800049	0.000765562
596.5599976	0.000779361
596.7399902	0.000796554
596.9199829	0.00080763
597.0999756	0.000823241
597.2800293	0.000826707
597.460022	0.000833893
597.6400146	0.0008435
597.8200073	0.000846742
598	0.000844295
598.1799927	0.00084792
598.3599854	0.000843565
598.539978	0.000836489
598.7199707	0.000828258
598.9000244	0.000826541
599.0800171	0.000809313
599.2600098	0.000799228
599.4400024	0.00078652
599.6199951	0.000777664
599.7999878	0.000759672
599.9799805	0.000751504
600.1599731	0.000729767
600.3400269	0.000713959
600.5200195	0.000699609
600.7000122	0.000684082
600.8800049	0.000667556
601.0599976	0.000654469
601.2399902	0.0006399
601.4199829	0.000623641
601.5999756	0.00061291
601.7800293	0.000597471
601.960022	0.000581269
602.1400146	0.000575681
602.3200073	0.000559071
602.5	0.00054811
602.6799927	0.00054115
602.8599854	0.000528785
603.039978	0.000519199
603.2199707	0.000514767
603.4000244	0.000501297
603.5800171	0.000498994
603.7600098	0.000494797
603.9400024	0.000487179
604.1199951	0.000477127
604.2999878	0.00047461
604.4799805	0.000475587
604.6599731	0.000468718
604.8400269	0.000464151
605.0200195	0.000460945
605.2000122	0.00046293
605.3800049	0.000457425
605.5599976	0.000454618
605.7399902	0.000455438
605.9199829	0.000452105
606.0999756	0.000455423
606.2800293	0.000452892
606.460022	0.000451286
606.6400146	0.000449906
606.8200073	0.000452335
607	0.000454938
607.1799927	0.000451825
607.3599854	0.000454659
607.539978	0.000456314
607.7200317	0.000454551
607.9000244	0.000455805
608.0800171	0.00045661
608.2600098	0.000456058
608.4400024	0.000463693
608.6199951	0.000464936
608.7999878	0.000461489
608.9799805	0.000462146
609.1599731	0.000464019
609.3400269	0.000463543
609.5200195	0.000464293
609.7000122	0.000465475
609.8800049	0.000469769
610.0599976	0.000470543
610.2399902	0.000473103
610.4199829	0.000474213
610.5999756	0.000470012
610.7800293	0.000471395
610.960022	0.000472757
611.1400146	0.000475865
611.3200073	0.000481122
611.5	0.00048341
611.6799927	0.000481669
611.8599854	0.000482281
612.039978	0.000485568
612.2200317	0.000484502
612.4000244	0.000487536
612.5800171	0.000489956
612.7600098	0.000486456
612.9400024	0.000493939
613.1199951	0.000494515
613.2999878	0.000500745
613.4799805	0.000499171
613.6599731	0.000507747
613.8400269	0.000507341
614.0200195	0.000514581
614.2000122	0.000524379
614.3800049	0.000530588
614.5599976	0.000536474
614.7399902	0.000547669
614.9199829	0.000557024
615.0999756	0.000560462
615.2800293	0.000571556
615.460022	0.00058294
615.6400146	0.000597041
615.8200073	0.00060572
616	0.000624675
616.1799927	0.000640552
616.3599854	0.000652187
616.539978	0.000668894
616.7200317	0.000687847
616.9000244	0.000704825
617.0800171	0.000723781
617.2600098	0.000751052
617.4400024	0.000775771
617.6199951	0.000795733
617.7999878	0.000816733
617.9799805	0.000840712
618.1599731	0.000867962
618.3400269	0.000889818
618.5200195	0.000907189
618.7000122	0.000932591
618.8800049	0.000952108
619.0599976	0.000974233
619.2399902	0.000980414
619.4199829	0.000993868
619.5999756	0.00099937
619.7800293	0.001006174
619.960022	0.001000447
620.1400146	0.000994297
620.3200073	0.000974409
620.5	0.000961447
620.6799927	0.000941034
620.8599854	0.000916617
621.039978	0.000888335
621.2200317	0.000854809
621.4000244	0.000825546
621.5800171	0.000786767
621.7600098	0.000749196
621.9400024	0.000709961
622.1199951	0.000677168
622.2999878	0.000642607
622.4799805	0.000607759
622.6599731	0.000569686
622.8400269	0.00054002
623.0200195	0.000510813
623.2000122	0.000484102
623.3800049	0.000454319
623.5599976	0.000429493
623.7399902	0.000407688
623.9199829	0.000380689
624.0999756	0.000360858
624.2800293	0.000344025
624.460022	0.000326357
624.6400146	0.000313442
624.8200073	0.000296031
625	0.000283643
625.1799927	0.000267708
625.3599854	0.000258781
625.539978	0.000247428
625.7200317	0.00023796
625.9000244	0.000226798
626.0800171	0.000218093
626.2600098	0.000209757
626.4400024	0.00020431
626.6199951	0.000197091
626.7999878	0.000187568
626.9799805	0.000183514
627.1599731	0.000177556
627.3400269	0.000174936
627.5200195	0.000166963
627.7000122	0.000166239
627.8800049	0.00015831
628.0599976	0.000157344
628.2399902	0.000153345
628.4199829	0.000151729
628.5999756	0.000144838
628.7800293	0.00014333
628.960022	0.000143176
629.1400146	0.000140255
629.3200073	0.000137618
629.5	0.000136415
629.6799927	0.000136096
629.8599854	0.000133279
630.039978	0.000135529
630.2200317	0.000133038
630.4000244	0.00013091
630.5800171	0.000128668
630.7600098	0.000134767
630.9400024	0.000134326
631.1199951	0.000132387
631.2999878	0.000131991
631.4799805	0.000131699
631.6599731	0.000130754
631.8400269	0.000132951
632.0200195	0.000134442
632.2000122	0.000137679
632.3800049	0.000134067
632.5599976	0.000136089
632.7399902	0.000139009
632.9199829	0.000137918
633.0999756	0.000142385
633.2800293	0.000143254
633.460022	0.000149068
633.6400146	0.000153116
633.8200073	0.000153391
634	0.000156624
634.1799927	0.000159118
634.3599854	0.000162871
634.539978	0.000167433
634.7200317	0.000169638
634.9000244	0.000172544
635.0800171	0.000177244
635.2600098	0.000184534
635.4400024	0.000189312
635.6199951	0.000197307
635.7999878	0.000202695
635.9799805	0.000208866
636.1599731	0.000214982
636.3400269	0.000217987
636.5200195	0.00022856
636.7000122	0.000236463
636.8800049	0.000243707
637.0599976	0.000253047
637.2399902	0.000260047
637.4199829	0.000272028
637.5999756	0.000279442
637.7800293	0.000290888
637.960022	0.000301995
638.1400146	0.000312046
638.3200073	0.000325653
638.5	0.000333828
638.6799927	0.000345331
638.8599854	0.000366183
639.039978	0.000370649
639.2200317	0.000387197
639.4000244	0.000392876
639.5800171	0.00040379
639.7600098	0.000418526
639.9400024	0.000432918
640.1199951	0.000441821
640.2999878	0.000453512
640.4799805	0.00046248
640.6599731	0.000472276
640.8400269	0.000472962
641.0200195	0.000480179
641.2000122	0.000483606
641.3800049	0.000488246
641.5599976	0.000487109
641.7399902	0.000488317
641.9199829	0.00048893
642.0999756	0.000485004
642.2800293	0.000475997
642.460022	0.000467955
642.6400146	0.000460842
642.8200073	0.000452305
643	0.000439684
643.1799927	0.000425008
643.3599854	0.000415326
643.539978	0.000403009
643.7200317	0.000387958
643.9000244	0.000373731
644.0800171	0.000361609
644.2600098	0.000342459
644.4400024	0.000332641
644.6199951	0.000315241
644.7999878	0.000300105
644.9799805	0.00028551
645.1599731	0.000272568
645.3400269	0.000259878
645.5200195	0.000245176
645.7000122	0.000230364
645.8800049	0.000222195
646.0599976	0.000209183
646.2399902	0.000198217
646.4199829	0.000186748
646.5999756	0.000175184
646.7800293	0.000163672
646.960022	0.000155981
647.1400146	0.000145521
647.3200073	0.000138929
647.5	0.000128656
647.6799927	0.000122693
647.8599854	0.00011152
648.039978	0.00011065
648.2200317	0.000103618
648.4000244	9.3534E-05
648.5800171	8.92661E-05
648.7600098	8.2118E-05
648.9400024	7.75982E-05
649.1199951	7.5791E-05
649.2999878	7.24867E-05
649.4799805	6.13215E-05
649.6599731	6.38832E-05
649.8400269	5.62308E-05
650.0200195	5.47652E-05
650.2000122	4.7684E-05
650.3800049	4.66841E-05
650.5599976	4.24494E-05
650.7399902	4.27972E-05
650.9199829	3.62848E-05
651.0999756	3.37598E-05
651.2800293	3.09184E-05
