\lambda [nm]	
651.460022	2.93799E-05
651.6400146	2.72689E-05
651.8200073	2.86436E-05
652	2.72555E-05
652.1799927	2.21191E-05
652.3599854	2.43818E-05
652.539978	2.34741E-05
652.7200317	1.90543E-05
652.9000244	1.74053E-05
653.0800171	1.62253E-05
653.2600098	1.57982E-05
653.4400024	1.29234E-05
653.6199951	1.32941E-05
653.7999878	1.33612E-05
653.9799805	1.03354E-05
654.1599731	9.90644E-06
654.3400269	1.34056E-05
654.5200195	8.47509E-06
654.7000122	8.3759E-06
654.8800049	5.34792E-06
655.0599976	5.08279E-06
655.2399902	3.73996E-06
655.4199829	4.23615E-06
655.5999756	2.98412E-06
655.7800293	4.41683E-06
655.960022	5.82583E-06
656.1400146	2.86811E-06
656.3200073	1.70746E-06
656.5	0.000000329
656.6799927	2.25035E-06
656.8599854	-0.000000299
657.039978	-2.67491E-06
657.2200317	0.000000235
657.4000244	1.47478E-06
657.5800171	-3.15808E-06
657.7600098	-0.000000585
657.9400024	0.000000719
658.1199951	-0.000000799
658.2999878	-2.0605E-06
658.4799805	-0.000000303
658.6599731	-0.000000762
658.8400269	-2.08867E-06
659.0200195	-7.37E-08
659.2000122	-4.4364E-06
659.3800049	-2.83828E-06
659.5599976	-2.91988E-06
659.7399902	-3.80202E-06
659.9199829	-1.50848E-06
660.0999756	-1.9939E-06
660.2800293	-4.47687E-06
660.460022	-3.75686E-06
660.6400146	-5.3321E-06
660.8200073	0.000000606
661	-4.93579E-06
661.1799927	-3.42918E-06
661.3599854	-2.44605E-06
661.539978	-2.55654E-06
661.7200317	-3.17386E-06
661.9000244	-3.40117E-06
662.0800171	-2.39396E-06
662.2600098	-7.90766E-06
662.4400024	-4.22921E-06
662.6199951	-6.22967E-06
662.7999878	-5.33513E-06
662.9799805	-3.51218E-06
663.1599731	-3.9422E-06
663.3400269	-4.79037E-06
663.5200195	-5.44512E-06
663.7000122	-3.66838E-06
663.8800049	-5.82401E-06
664.0599976	-4.57279E-06
664.2399902	-4.60609E-06
664.4199829	-5.85994E-06
664.5999756	-4.14575E-06
664.7800293	-2.82085E-06
664.960022	-2.44765E-06
665.1400146	-2.1685E-06
665.3200073	-3.38469E-06
665.5	-5.18738E-06
665.6799927	-6.2092E-06
665.8599854	-4.12085E-06
666.039978	-6.85514E-06
666.2200317	-3.03676E-06
666.4000244	-3.65078E-06
666.5800171	-5.4159E-06
666.7600098	-6.59557E-06
666.9400024	-5.6973E-06
667.1199951	-6.11688E-06
667.2999878	-4.11116E-06
667.4799805	-7.69896E-06
667.6600342	-5.91055E-06
667.8400269	-5.92386E-06
668.0200195	-7.33674E-06
668.2000122	-6.56739E-06
668.3800049	-5.0516E-06
668.5599976	-7.1608E-06
668.7399902	-5.49879E-06
668.9199829	-9.93361E-06
669.0999756	-6.48896E-06
669.2800293	-5.96738E-06
669.460022	-3.13173E-06
669.6400146	-6.98472E-06
669.8200073	-5.30039E-06
670	-5.45324E-06
670.1799927	-7.43534E-06
670.3599854	-6.0778E-06
670.539978	-5.53005E-06
670.7200317	-4.80337E-06
670.9000244	-5.6353E-06
671.0800171	-5.5679E-06
671.2600098	-7.42699E-06
671.4400024	-5.19286E-06
671.6199951	-6.03507E-06
671.7999878	-6.32678E-06
671.9799805	-7.53345E-06
672.1600342	-5.63682E-06
672.3400269	-5.89192E-06
672.5200195	-4.86559E-06
672.7000122	-6.49537E-06
672.8800049	-8.31114E-06
673.0599976	-5.08549E-06
673.2399902	-8.28001E-06
673.4199829	-5.17439E-06
673.5999756	-4.36643E-06
673.7800293	-5.52977E-06
673.960022	-7.77811E-06
674.1400146	-5.87674E-06
674.3200073	-8.12486E-06
674.5	-4.79836E-06
674.6799927	-5.8802E-06
674.8599854	-7.39662E-06
675.039978	-8.04431E-06
675.2200317	-7.9299E-06
675.4000244	-4.25056E-06
675.5800171	-6.29008E-06
675.7600098	-8.07986E-06
675.9400024	-8.04155E-06
676.1199951	-5.20436E-06
676.2999878	-3.4658E-06
676.4799805	-6.41539E-06
676.6600342	-6.47726E-06
676.8400269	-7.01306E-06
677.0200195	-7.20327E-06
677.2000122	-7.55054E-06
677.3800049	-5.35886E-06
677.5599976	-9.31862E-06
677.7399902	-7.15821E-06
677.9199829	-6.83726E-06
678.0999756	-1.0129E-05
678.2800293	-3.70017E-06
678.460022	-8.33006E-06
678.6400146	-8.48843E-06
678.8200073	-4.52605E-06
679	-6.66397E-06
679.1799927	-7.70369E-06
679.3599854	-4.79769E-06
679.539978	-5.45456E-06
679.7200317	-4.90431E-06
679.9000244	-7.13841E-06
680.0800171	-5.4363E-06
680.2600098	-7.91337E-06
680.4400024	-6.55722E-06
680.6199951	-5.99621E-06
680.7999878	-6.86572E-06
680.9799805	-5.95137E-06
681.1600342	-6.4259E-06
681.3400269	-6.28744E-06
681.5200195	-6.77512E-06
681.7000122	-7.70993E-06
681.8800049	-5.46289E-06
682.0599976	-6.23803E-06
682.2399902	-7.82025E-06
682.4199829	-2.9335E-06
682.5999756	-6.89703E-06
682.7800293	-8.1588E-06
682.960022	-8.41297E-06
683.1400146	-6.48578E-06
683.3200073	-5.31776E-06
683.5	-5.85119E-06
683.6799927	-8.24922E-06
683.8599854	-4.96595E-06
684.039978	-4.98507E-06
684.2200317	-9.45684E-06
684.4000244	-3.57204E-06
684.5800171	-7.56742E-06
684.7600098	-9.25317E-06
684.9400024	-5.8944E-06
685.1199951	-6.84582E-06
685.2999878	-5.92317E-06
685.4799805	-7.4492E-06
685.6600342	-7.23392E-06
685.8400269	-8.2835E-06
686.0200195	-4.81833E-06
686.2000122	-6.85633E-06
686.3800049	-9.38051E-06
686.5599976	-9.92194E-06
686.7399902	-6.98689E-06
686.9199829	-8.39499E-06
687.0999756	-5.18473E-06
687.2800293	-7.77722E-06
687.460022	-6.72052E-06
687.6400146	-7.38842E-06
687.8200073	-4.55264E-06
688	-6.87877E-06
688.1799927	-6.12258E-06
688.3599854	-6.60538E-06
688.539978	-3.91602E-06
688.7200317	-6.42379E-06
688.9000244	-6.57368E-06
689.0800171	-6.64663E-06
689.2600098	-7.01447E-06
689.4400024	-4.29665E-06
689.6199951	-6.36639E-06
689.7999878	-7.96752E-06
689.9799805	-7.03013E-06
690.1600342	-6.13424E-06
690.3400269	-7.26423E-06
690.5200195	-6.37155E-06
690.7000122	-1.18738E-05
690.8800049	-5.01502E-06
691.0599976	-3.6338E-06
691.2399902	-7.94282E-06
691.4199829	-6.11723E-06
691.5999756	-9.48604E-06
691.7800293	-4.66253E-06
691.960022	-6.10183E-06
692.1400146	-7.46478E-06
692.3200073	-4.75397E-06
692.5	-6.73653E-06
692.6799927	-6.71154E-06
692.8599854	-8.01579E-06
693.039978	-7.01875E-06
693.2200317	-5.94625E-06
693.4000244	-6.2814E-06
693.5800171	-6.4587E-06
693.7600098	-4.5083E-06
693.9400024	-7.07649E-06
694.1199951	-3.16568E-06
694.2999878	-6.74975E-06
694.4799805	-7.87629E-06
694.6600342	-5.41713E-06
694.8400269	-3.52905E-06
695.0200195	-7.95934E-06
695.2000122	-7.47034E-06
695.3800049	-4.24041E-06
695.5599976	-2.82941E-06
695.7399902	-6.97282E-06
695.9199829	-8.28376E-06
696.0999756	-4.91144E-06
696.2800293	-6.96911E-06
696.460022	-7.52381E-06
696.6400146	-7.94051E-06
696.8200073	-6.40986E-06
697	-7.54604E-06
697.1799927	-5.55628E-06
697.3599854	-5.40874E-06
697.539978	-5.86919E-06
697.7200317	-6.87455E-06
697.9000244	-4.70704E-06
698.0800171	-5.27635E-06
698.2600098	-5.09105E-06
698.4400024	-7.53917E-06
698.6199951	-3.93763E-06
698.7999878	-4.59194E-06
698.9799805	-6.973E-06
699.1600342	-4.81177E-06
699.3400269	-5.44475E-06
699.5200195	-4.00725E-06
699.7000122	-4.35468E-06
699.8800049	-7.62072E-06
700.0599976	-3.07994E-06
700.2399902	-5.78938E-06
700.4199829	-4.84675E-06
700.5999756	-3.82719E-06
700.7800293	-7.56087E-06
700.960022	-4.20168E-06
701.1400146	-3.46626E-06
701.3200073	-3.47758E-06
701.5	-7.80803E-06
701.6799927	-3.34237E-06
701.8599854	-5.25337E-06
702.039978	-6.5775E-06
702.2200317	-4.4423E-06
702.4000244	-5.05813E-06
702.5800171	-1.63149E-06
702.7600098	-3.16818E-06
702.9400024	-5.48865E-06
703.1199951	-4.66094E-06
703.2999878	-3.93142E-06
703.4799805	-2.99766E-06
703.6600342	-4.31626E-06
703.8400269	-3.09918E-06
704.0200195	-0.000000679
704.2000122	-4.28675E-06
704.3800049	-4.56652E-06
704.5599976	-1.90401E-06
704.7399902	-2.80491E-06
704.9199829	-5.49887E-06
705.0999756	-2.34284E-06
705.2800293	-4.32297E-06
705.460022	-3.89311E-06
705.6400146	-2.52599E-06
705.8200073	-6.43387E-06
706	-4.09716E-06
706.1799927	-5.20515E-06
706.3599854	-5.38503E-06
706.539978	-6.12543E-06
706.7200317	-3.34518E-06
706.9000244	-5.20055E-06
707.0800171	-4.93479E-06
707.2600098	-4.82541E-06
707.4400024	-5.38711E-06
707.6199951	-3.71332E-06
707.7999878	-3.55238E-06
707.9799805	-3.16102E-06
708.1600342	-3.82141E-06
708.3400269	-4.70669E-06
708.5200195	-3.28926E-06
708.7000122	-4.42763E-06
708.8800049	-6.55549E-06
709.0599976	-4.66474E-06
709.2399902	-2.65905E-06
709.4199829	-7.06467E-06
709.5999756	-7.7547E-06
709.7800293	-6.40587E-06
709.960022	-5.74128E-06
710.1400146	-4.23504E-06
710.3200073	-3.76827E-06
710.5	-5.83591E-06
710.6799927	-3.80803E-06
710.8599854	-6.83919E-06
711.039978	-2.93285E-06
711.2200317	-8.33724E-06
711.4000244	-8.15596E-06
711.5800171	-4.23815E-06
711.7600098	-5.7614E-06
711.9400024	-8.3854E-06
712.1199951	-4.99968E-06
712.2999878	-4.0944E-06
712.4799805	-7.19142E-06
712.6600342	-5.24433E-06
712.8400269	-6.83851E-06
713.0200195	-6.49297E-06
713.2000122	-5.28982E-06
713.3800049	-7.28635E-06
713.5599976	-8.90714E-06
713.7399902	-5.01162E-06
713.9199829	-4.85989E-06
714.0999756	-4.65314E-06
714.2800293	-2.52573E-06
714.460022	-6.37588E-06
714.6400146	-5.2035E-06
714.8200073	-5.27785E-06
715	-5.77803E-06
715.1799927	-4.03429E-06
715.3599854	-6.0099E-06
715.539978	-4.81589E-06
715.7200317	-6.35774E-06
715.9000244	-3.12734E-06
716.0800171	-4.28746E-06
716.2600098	-3.82629E-06
716.4400024	-2.96823E-06
716.6199951	-6.01368E-06
716.7999878	-3.9701E-06
716.9799805	-5.55425E-06
717.1600342	-6.04653E-06
717.3400269	-3.83002E-06
717.5200195	-4.65755E-06
717.7000122	-4.86418E-06
717.8800049	-4.83575E-06
718.0599976	-4.96135E-06
718.2399902	-7.71988E-06
718.4199829	-6.84601E-06
718.5999756	-5.15719E-06
718.7800293	-5.86428E-06
718.960022	-5.78916E-06
719.1400146	-3.62072E-06
719.3200073	-4.88247E-06
719.5	-6.70513E-06
719.6799927	-1.37107E-06
719.8599854	-5.0202E-06
720.039978	-5.36842E-06
720.2200317	-5.85229E-06
720.4000244	-3.46873E-06
720.5800171	-3.83687E-06
720.7600098	-1.58903E-06
720.9400024	-3.87095E-06
721.1199951	-4.50466E-06
721.2999878	-4.77431E-06
721.4799805	-5.18277E-06
721.6600342	-2.84806E-06
721.8400269	-3.74326E-06
722.0200195	-3.94464E-06
722.2000122	-3.27264E-06
722.3800049	-6.71344E-06
722.5599976	-4.60039E-06
722.7399902	-3.85926E-06
722.9199829	-6.95118E-06
723.0999756	-3.92968E-06
723.2800293	-3.10647E-06
723.460022	-3.73884E-06
723.6400146	-4.96129E-06
723.8200073	-2.30583E-06
724	-2.79954E-06
724.1799927	-4.06767E-06
724.3599854	-4.19729E-06
724.539978	-5.03799E-06
724.7200317	-4.51318E-06
724.9000244	-3.3553E-06
725.0800171	-3.68609E-06
725.2600098	-3.41957E-06
725.4400024	-2.62041E-06
725.6199951	-4.25515E-06
725.7999878	-2.87068E-06
725.9799805	-3.1999E-06
726.1600342	-5.56512E-06
726.3400269	-4.94671E-06
726.5200195	-4.9288E-06
726.7000122	1.59254E-06
726.8800049	-1.71135E-06
727.0599976	-0.000000638
727.2399902	-2.80256E-06
727.4199829	-4.60375E-06
727.5999756	-2.22582E-06
727.7800293	-3.69583E-06
727.960022	-4.27627E-06
728.1400146	-3.02315E-06
728.3200073	-2.47162E-06
728.5	-0.000000147
728.6799927	-3.56429E-06
728.8599854	0.000000436
729.039978	3.48E-09
729.2200317	-1.19208E-06
729.4000244	-3.18345E-06
729.5800171	-2.46776E-06
729.7600098	-1.68691E-06
729.9400024	6.16E-08
730.1199951	-0.000000879
730.2999878	0.000000952
730.4799805	1.74297E-06
730.6600342	1.06289E-06
730.8400269	0.000000549
731.0200195	-2.29615E-06
731.2000122	2.43592E-06
731.3800049	0.000000747
731.5599976	1.59416E-06
731.7399902	3.6523E-06
731.9199829	5.34415E-06
732.1000366	2.57063E-06
732.2800293	0.000000728
732.460022	2.80157E-06
732.6400146	4.80171E-06
732.8200073	4.51234E-06
733	2.90819E-06
733.1799927	5.12309E-06
733.3599854	5.99793E-06
733.539978	3.01328E-06
733.7200317	4.00178E-06
733.9000244	8.1549E-06
734.0800171	1.05699E-05
734.2600098	6.74486E-06
734.4400024	9.45489E-06
734.6199951	5.68753E-06
734.7999878	1.00261E-05
734.9799805	8.20727E-06
735.1600342	7.41515E-06
735.3400269	1.049E-05
735.5200195	6.91701E-06
735.7000122	8.44932E-06
735.8800049	9.47224E-06
736.0599976	1.13869E-05
736.2399902	1.34191E-05
736.4199829	1.34388E-05
736.6000366	1.62952E-05
736.7800293	1.53877E-05
736.960022	1.22289E-05
737.1400146	1.72316E-05
737.3200073	1.84384E-05
737.5	1.91514E-05
737.6799927	1.50952E-05
737.8599854	1.64856E-05
738.039978	1.5039E-05
738.2200317	1.91465E-05
738.4000244	1.95446E-05
738.5800171	2.17056E-05
738.7600098	2.00627E-05
738.9400024	1.82329E-05
739.1199951	2.04627E-05
739.2999878	2.13987E-05
739.4799805	2.46126E-05
739.6600342	2.30266E-05
739.8400269	2.27662E-05
740.0200195	2.39639E-05
740.2000122	2.59247E-05
740.3800049	2.48666E-05
740.5599976	2.25713E-05
740.7399902	2.87844E-05
740.9199829	2.74006E-05
741.1000366	2.78074E-05
741.2800293	2.99911E-05
741.460022	2.71419E-05
741.6400146	2.94233E-05
741.8200073	2.86602E-05
742	2.76132E-05
742.1799927	3.44788E-05
742.3599854	2.59111E-05
742.539978	2.46365E-05
742.7200317	2.88007E-05
742.9000244	2.67747E-05
743.0800171	2.78963E-05
743.2600098	2.9191E-05
743.4400024	2.59383E-05
743.6199951	3.05203E-05
743.7999878	2.75082E-05
743.9799805	2.69764E-05
744.1600342	2.89843E-05
744.3400269	3.2273E-05
744.5200195	2.84399E-05
744.7000122	2.39656E-05
744.8800049	2.85781E-05
745.0599976	2.47858E-05
745.2399902	2.86972E-05
745.4199829	2.7417E-05
745.6000366	2.72078E-05
745.7800293	2.2615E-05
745.960022	2.92695E-05
746.1400146	2.76025E-05
746.3200073	2.65927E-05
746.5	2.38106E-05
746.6799927	2.61983E-05
746.8599854	2.0596E-05
747.039978	2.69686E-05
747.2200317	2.55562E-05
747.4000244	2.26817E-05
747.5800171	2.50536E-05
747.7600098	2.46598E-05
747.9400024	2.70822E-05
748.1199951	2.13995E-05
748.2999878	2.18275E-05
748.4799805	2.30174E-05
748.6600342	1.90577E-05
748.8400269	2.17661E-05
749.0200195	2.04887E-05
749.2000122	2.1963E-05
749.3800049	1.74801E-05
749.5599976	2.07118E-05
749.7399902	1.71052E-05
749.9199829	1.61475E-05
750.1000366	1.9062E-05
750.2800293	2.07281E-05
750.460022	1.56682E-05
750.6400146	1.82199E-05
750.8200073	2.10879E-05
751	1.47507E-05
751.1799927	1.83467E-05
751.3599854	1.90961E-05
751.539978	1.88484E-05
751.7200317	1.70893E-05
751.9000244	1.51982E-05
752.0800171	1.57277E-05
752.2600098	1.61723E-05
752.4400024	1.64489E-05
752.6199951	1.81022E-05
752.7999878	1.55541E-05
752.9799805	1.3826E-05
753.1600342	1.7694E-05
753.3400269	1.29826E-05
753.5200195	1.34601E-05
753.7000122	1.41902E-05
753.8800049	1.64331E-05
754.0599976	1.15683E-05
754.2399902	1.42513E-05
754.4199829	1.37719E-05
754.6000366	1.13616E-05
754.7800293	9.25922E-06
754.960022	1.29526E-05
755.1400146	8.95473E-06
755.3200073	1.07513E-05
755.5	8.35307E-06
755.6799927	1.08916E-05
755.8599854	1.13678E-05
756.039978	8.72793E-06
756.2200317	8.46821E-06
756.4000244	1.28934E-05
756.5800171	7.97587E-06
756.7600098	8.11148E-06
756.9400024	9.68097E-06
757.1199951	3.18371E-06
757.2999878	9.89997E-06
757.4799805	4.9568E-06
757.6600342	9.11178E-06
757.8400269	7.38216E-06
758.0200195	5.57428E-06
758.2000122	4.17547E-06
758.3800049	7.81313E-06
758.5599976	4.18063E-06
758.7399902	6.8223E-06
758.9199829	5.4115E-06
759.1000366	4.56422E-06
759.2800293	1.72772E-06
759.460022	7.65355E-06
759.6400146	2.83707E-06
759.8200073	5.74382E-06
760	4.68189E-06
760.1799927	0.00000085
760.3599854	3.50149E-06
760.539978	5.35979E-06
760.7200317	2.63251E-06
760.9000244	3.28355E-06
761.0800171	2.49708E-06
761.2600098	1.80074E-06
761.4400024	1.96894E-06
761.6199951	2.76076E-06
761.7999878	0.000000994
761.9799805	2.95852E-06
762.1600342	-0.000000718
762.3400269	-0.000000101
762.5200195	0.000000504
762.7000122	-0.000000327
762.8800049	1.3767E-06
763.0599976	0.000000493
763.2399902	3.79901E-06
763.4199829	-0.000000484
763.6000366	-0.000000623
763.7800293	-4.49129E-06
763.960022	3.13557E-06
764.1400146	2.19943E-06
764.3200073	2.88387E-06
764.5	0.000000216
764.6799927	3.31679E-06
764.8599854	1.84944E-06
765.039978	0.000000582
765.2200317	-0.000000339
765.4000244	4.29038E-06
765.5800171	1.70742E-06
765.7600098	4.10242E-06
765.9400024	2.27118E-06
766.1199951	-0.000000621
766.2999878	0.000000765
766.4799805	-0.000000652
766.6600342	-0.000000511
766.8400269	1.39529E-06
767.0200195	1.56732E-06
767.2000122	1.82661E-06
767.3800049	2.5853E-06
767.5599976	3.25865E-06
767.7399902	1.18829E-06
767.9199829	6.02684E-06
768.1000366	-1.35399E-06
768.2800293	3.25312E-06
768.460022	2.60313E-06
768.6400146	2.68E-06
768.8200073	2.08786E-06
769	0.000000901
769.1799927	4.48296E-06
769.3599854	-8.09E-09
769.539978	2.38833E-06
769.7200317	7.86448E-06
769.9000244	3.64013E-06
770.0800171	4.20093E-06
770.2600098	8.6382E-06
770.4400024	8.66077E-06
770.6199951	3.91614E-06
770.7999878	4.06092E-06
770.9799805	9.16013E-06
771.1600342	1.0277E-05
771.3400269	8.1296E-06
771.5200195	8.83413E-06
771.7000122	1.21513E-05
771.8800049	1.193E-05
772.0599976	8.33938E-06
772.2399902	1.20748E-05
772.4199829	1.3146E-05
772.6000366	9.86325E-06
772.7800293	1.2224E-05
772.960022	1.45112E-05
773.1400146	1.41173E-05
773.3200073	1.83853E-05
773.5	1.56865E-05
773.6799927	1.77414E-05
773.8599854	2.11612E-05
774.039978	2.30338E-05
774.2200317	2.25649E-05
774.4000244	2.18797E-05
774.5800171	2.76829E-05
774.7600098	2.78161E-05
774.9400024	3.37927E-05
775.1199951	3.32195E-05
775.2999878	3.39123E-05
775.4799805	3.72275E-05
775.6600342	3.92647E-05
775.8400269	4.10846E-05
776.0200195	4.71871E-05
776.2000122	4.80338E-05
776.3800049	6.08893E-05
776.5599976	6.10874E-05
776.7399902	6.51877E-05
776.9199829	6.32505E-05
777.1000366	7.53422E-05
777.2800293	8.21432E-05
777.460022	8.88902E-05
777.6400146	9.14402E-05
777.8200073	0.000101397
778	0.000110213
778.1799927	0.000123135
778.3599854	0.000130478
778.539978	0.000139521
778.7200317	0.000154181
778.9000244	0.00016819
779.0800171	0.000181321
779.2600098	0.000194787
779.4400024	0.000212434
779.6199951	0.000223946
779.7999878	0.000229315
779.9799805	0.000258484
780.1600342	0.000278284
780.3400269	0.000290005
780.5200195	0.000312577
780.7000122	0.000316113
780.8800049	0.000340184
781.0599976	0.000347789
781.2399902	0.00036409
781.4199829	0.000368284
781.6000366	0.000379793
781.7800293	0.000393005
781.960022	0.000383966
782.1400146	0.000376597
782.3200073	0.000377746
782.5	0.000376727
782.6799927	0.000376739
782.8599854	0.000379041
783.039978	0.000363098
783.2200317	0.000354261
783.4000244	0.000343959
783.5800171	0.000343195
783.7600098	0.000318799
783.9400024	0.000320502
784.1199951	0.000313934
784.2999878	0.000295694
784.4799805	0.000283938
784.6600342	0.000275167
784.8400269	0.000273689
785.0200195	0.000256316
785.2000122	0.000246458
785.3800049	0.000241777
785.5599976	0.000232826
785.7399902	0.000224053
785.9199829	0.00021348
786.1000366	0.000215396
786.2800293	0.000210931
786.460022	0.000195827
786.6400146	0.000195274
786.8200073	0.000194434
787	0.000174348
787.1799927	0.000173478
787.3599854	0.000173864
787.539978	0.000173414
787.7200317	0.000166166
787.9000244	0.00016279
788.0800171	0.000158454
788.2600098	0.000160599
788.4400024	0.000148798
788.6199951	0.000151526
788.7999878	0.000150255
788.9799805	0.000146079
789.1600342	0.000143539
789.3400269	0.000148212
789.5200195	0.000147566
789.7000122	0.000139274
789.8800049	0.000144067
790.0599976	0.000132674
790.2399902	0.000141198
790.4199829	0.000147377
790.6000366	0.000139456
790.7800293	0.000140524
790.960022	0.000137205
791.1400146	0.000136618
791.3200073	0.000132936
791.5	0.000138992
791.6799927	0.000135863
791.8599854	0.000134149
792.0400391	0.000144494
792.2200317	0.000132508
792.4000244	0.000136468
792.5800171	0.000141492
792.7600098	0.000141224
792.9400024	0.000146308
793.1199951	0.000152961
793.2999878	0.000150243
793.4799805	0.000150813
793.6600342	0.000149097
793.8400269	0.000155212
794.0200195	0.000165529
794.2000122	0.000167051
794.3800049	0.000171418
794.5599976	0.000170725
794.7399902	0.000169173
794.9199829	0.000179456
795.1000366	0.000180294
795.2800293	0.000185603
795.460022	0.000196298
795.6400146	0.000191369
795.8200073	0.000195306
796	0.000206071
796.1799927	0.000213145
796.3599854	0.000219963
796.5400391	0.000217356
796.7200317	0.000231721
796.9000244	0.00024364
797.0800171	0.00024599
797.2600098	0.000242791
797.4400024	0.000259609
797.6199951	0.000267782
797.7999878	0.000265549
797.9799805	0.000285794
798.1600342	0.000295141
798.3400269	0.000293098
798.5200195	0.000312454
798.7000122	0.000321187
798.8800049	0.000332641
799.0599976	0.000351981
799.2399902	0.000347773
799.4199829	0.000359669
799.6000366	0.000365365
799.7800293	0.000385155
799.960022	0.000391021
800.1400146	0.000409567
800.3200073	0.000412429
800.5	0.000425795
800.6799927	0.000437995
800.8599854	0.000450665
801.0400391	0.000450515
801.2200317	0.000453954
801.4000244	0.000454412
801.5800171	0.000473053
801.7600098	0.000494092
801.9400024	0.000502221
802.1199951	0.000495323
802.2999878	0.000505269
802.4799805	0.000505243
802.6600342	0.000505974
802.8400269	0.000507898
803.0200195	0.000516411
803.2000122	0.000519472
803.3800049	0.000491489
803.5599976	0.000509775
803.7399902	0.000504841
803.9199829	0.000495739
804.1000366	0.000512868
804.2800293	0.000509125
804.460022	0.000484724
804.6400146	0.000477108
804.8200073	0.000472655
805	0.000453448
805.1799927	0.000456632
805.3599854	0.000443583
805.5400391	0.000433723
805.7200317	0.000424669
805.9000244	0.000416034
806.0800171	0.000404851
806.2600098	0.000394881
806.4400024	0.000398011
806.6199951	0.000371425
806.7999878	0.000374787
806.9799805	0.000346463
807.1600342	0.000343087
807.3400269	0.000339107
807.5200195	0.000320177
807.7000122	0.000319327
807.8800049	0.000300253
808.0599976	0.000303248
808.2399902	0.000289121
808.4199829	0.000284887
808.6000366	0.000278423
808.7800293	0.000259406
808.960022	0.000258968
809.1400146	0.000249693
809.3200073	0.000246737
809.5	0.000229636
809.6799927	0.00023203
809.8599854	0.000214415
810.0400391	0.000215814
810.2200317	0.000201371
810.4000244	0.00019143
810.5800171	0.000195546
810.7600098	0.00018476
810.9400024	0.00019449
811.1199951	0.000182379
811.2999878	0.000174889
811.4799805	0.000171622
811.6600342	0.000168759
811.8400269	0.000164986
812.0200195	0.000162331
812.2000122	0.000155922
812.3800049	0.000154197
812.5599976	0.000148459
812.7399902	0.000136582
812.9199829	0.000144001
813.1000366	0.000147088
813.2800293	0.000133705
813.460022	0.000140231
813.6400146	0.000130805
813.8200073	0.000129895
814	0.000129939
814.1799927	0.0001261
814.3599854	0.000129211
814.5400391	0.000128929
814.7200317	0.000120164
814.9000244	0.000120925
815.0800171	0.00012307
815.2600098	0.000112357
815.4400024	0.00011761
815.6199951	0.000118672
815.7999878	0.000112063
815.9799805	0.000110891
816.1600342	0.000104794
816.3400269	0.000109766
816.5200195	0.000109199
816.7000122	0.000106417
816.8800049	0.000109401
817.0599976	0.000106043
817.2399902	0.000109048
817.4199829	0.000103679
817.6000366	0.000106903
817.7800293	0.000101526
817.960022	0.000101395
818.1400146	0.000101836
818.3200073	0.000101182
818.5	0.000104157
818.6799927	9.9661E-05
818.8599854	0.000103446
819.0400391	9.33855E-05
819.2200317	9.80145E-05
819.4000244	0.000106386
819.5800171	0.000101062
819.7600098	0.00010656
819.9400024	0.001042986
820.1199951	0.001084718
820.2999878	0.001056227
820.4799805	0.001076156
820.6599731	0.001058992
820.8399658	0.001068931
821.0199585	0.001040957
821.2000122	0.001074166
821.3800049	0.001072169
821.5599976	0.001039265
821.7399902	0.001054147
821.9199829	0.001108425
822.0999756	0.001064375
822.2799683	0.001052784
822.4599609	0.001101009
822.6400146	0.001041237
822.8200073	0.001070777
823	0.001064555
823.1799927	0.001069473
823.3599854	0.001007915
823.539978	0.001024642
823.7199707	0.001019387
823.8999634	0.001052471
824.0800171	0.001072856
824.2600098	0.001100544
824.4400024	0.001097033
824.6199951	0.001025053
824.7999878	0.001057336
824.9799805	0.001017177
825.1599731	0.001018561
825.3399658	0.00106846
825.5199585	0.001037574
825.7000122	0.001084814
825.8800049	0.001033477
826.0599976	0.001112614
826.2399902	0.001055733
826.4199829	0.001045392
826.5999756	0.00105759
826.7799683	0.00106522
826.9599609	0.001079404
827.1400146	0.001076845
827.3200073	0.001031573
827.5	0.001035672
827.6799927	0.000992272
827.8599854	0.001029703
828.039978	0.001076038
828.2199707	0.001052341
828.3999634	0.001054648
828.5800171	0.00104626
828.7600098	0.001041415
828.9400024	0.001034816
829.1199951	0.001016356
829.2999878	0.00103939
829.4799805	0.001051827
829.6599731	0.001066515
829.8399658	0.001051309
830.0199585	0.001025435
830.2000122	0.001069315
830.3800049	0.00103981
830.5599976	0.001084101
830.7399902	0.00098885
830.9199829	0.001030408
831.0999756	0.00105792
831.2799683	0.001051211
831.4599609	0.001026551
831.6400146	0.001057919
831.8200073	0.001007398
832	0.001015551
832.1799927	0.001007003
832.3599854	0.001055388
832.539978	0.001007745
832.7199707	0.001006908
832.8999634	0.00099526
833.0800171	0.001016635
833.2600098	0.001016556
833.4400024	0.001011018
833.6199951	0.001055656
833.7999878	0.001071903
833.9799805	0.001007883
834.1599731	0.001038968
834.3399658	0.001029833
834.5199585	0.00100262
834.7000122	0.001010653
834.8800049	0.000998858
835.0599976	0.000977348
835.2399902	0.001004202
835.4199829	0.000984867
835.5999756	0.001012779
835.7799683	0.001026981
835.9599609	0.00101597
836.1400146	0.00101847
836.3200073	0.001027962
836.5	0.000939019
836.6799927	0.001031325
836.8599854	0.001022992
837.039978	0.001031854
837.2199707	0.000997343
837.3999634	0.001008099
837.5800171	0.001004184
837.7600098	0.001007142
837.9400024	0.001068023
