\lambda [nm]	
475.7799988	-0.000287862
475.9599915	-0.000288945
476.1399841	-0.000291091
476.3200073	-0.00028606
476.5	-0.000287566
476.6799927	-0.000288179
476.8599854	-0.00028704
477.0400085	-0.000286781
477.2200012	-0.000285124
477.3999939	-0.000288507
477.5799866	-0.000285775
477.7600098	-0.000287955
477.9400024	-0.000287654
478.1199951	-0.000284225
478.2999878	-0.000286032
478.480011	-0.000286672
478.6600037	-0.000286939
478.8399963	-0.000284852
479.019989	-0.000285393
479.1999817	-0.000286169
479.3800049	-0.000286087
479.5599976	-0.000287938
479.7399902	-0.00029074
479.9199829	-0.000291468
480.1000061	-0.000289861
480.2799988	-0.000288683
480.4599915	-0.000285586
480.6399841	-0.000290968
480.8200073	-0.000288153
481	-0.000284666
481.1799927	-0.000286652
481.3599854	-0.000290702
481.5400085	-0.000287918
481.7200012	-0.000285854
481.8999939	-0.000290377
482.0799866	-0.000285806
482.2600098	-0.000289527
482.4400024	-0.000287694
482.6199951	-0.000288802
482.7999878	-0.000284989
482.980011	-0.000287878
483.1600037	-0.00028758
483.3399963	-0.000288734
483.519989	-0.000286866
483.6999817	-0.000286113
483.8800049	-0.000287425
484.0599976	-0.000283756
484.2399902	-0.000285982
484.4199829	-0.000287087
484.6000061	-0.000283702
484.7799988	-0.000287291
484.9599915	-0.000288379
485.1399841	-0.000287217
485.3200073	-0.000286695
485.5	-0.000286417
485.6799927	-0.000283202
485.8599854	-0.000284375
486.0400085	-0.000284277
486.2200012	-0.000287619
486.3999939	-0.000285203
486.5799866	-0.000291737
486.7600098	-0.000286092
486.9400024	-0.000284976
487.1199951	-0.000281555
487.2999878	-0.000288605
487.480011	-0.000290214
487.6600037	-0.000282991
487.8399963	-0.000289069
488.019989	-0.000291251
488.1999817	-0.000287432
488.3800049	-0.000286104
488.5599976	-0.000282671
488.7399902	-0.000285737
488.9199829	-0.000288321
489.1000061	-0.00028984
489.2799988	-0.000284929
489.4599915	-0.00029
489.6399841	-0.000283566
489.8200073	-0.00028939
490	-0.000286493
490.1799927	-0.000284177
490.3599854	-0.000291512
490.5400085	-0.000285941
490.7200012	-0.000285709
490.8999939	-0.000286033
491.0799866	-0.000287112
491.2600098	-0.000286607
491.4400024	-0.000287548
491.6199951	-0.000284835
491.7999878	-0.0002837
491.980011	-0.000290629
492.1600037	-0.00028602
492.3399963	-0.000289583
492.519989	-0.000285121
492.6999817	-0.000288669
492.8800049	-0.000290062
493.0599976	-0.000284817
493.2399902	-0.000286071
493.4199829	-0.000287224
493.6000061	-0.000284384
493.7799988	-0.000285502
493.9599915	-0.000284128
494.1399841	-0.000287677
494.3200073	-0.000283814
494.5	-0.000284194
494.6799927	-0.000290013
494.8599854	-0.000285894
495.0400085	-0.000287908
495.2200012	-0.000283225
495.3999939	-0.000283573
495.5799866	-0.000281946
495.7600098	-0.000283572
495.9400024	-0.000287612
496.1199951	-0.000287315
496.2999878	-0.000285002
496.480011	-0.000287267
496.6600037	-0.00028555
496.8399963	-0.0002816
497.019989	-0.000282939
497.2000122	-0.000280725
497.3800049	-0.000287842
497.5599976	-0.000283606
497.7399902	-0.000284812
497.9199829	-0.000288968
498.1000061	-0.000286876
498.2799988	-0.0002834
498.4599915	-0.000286564
498.6399841	-0.000284546
498.8200073	-0.000282284
499	-0.000285615
499.1799927	-0.000283877
499.3599854	-0.000287345
499.5400085	-0.000280485
499.7200012	-0.000284324
499.8999939	-0.000285414
500.0799866	-0.000283759
500.2600098	-0.000281605
500.4400024	-0.000286122
500.6199951	-0.000285527
500.7999878	-0.000282216
500.980011	-0.000283712
501.1600037	-0.000281505
501.3399963	-0.000280849
501.519989	-0.000282735
501.7000122	-0.000277085
501.8800049	-0.000279652
502.0599976	-0.000283604
502.2399902	-0.000282024
502.4199829	-0.000279006
502.6000061	-0.000278011
502.7799988	-0.000282264
502.9599915	-0.000278368
503.1399841	-0.000273778
503.3200073	-0.000272958
503.5	-0.00027001
503.6799927	-0.0002612
503.8599854	-0.00025053
504.0400085	-0.000217262
504.2200012	-0.000143714
504.3999939	3.88794E-05
504.5799866	0.000489639
504.7600098	0.001550339
504.9400024	0.002656087
505.1199951	0.003165584
505.2999878	0.002340563
505.480011	0.001125204
505.6600037	0.000217663
505.8399963	-0.000105909
506.019989	-0.000187239
506.2000122	-0.000202427
506.3800049	-0.0002288
506.5599976	-0.0002418
506.7399902	-0.000247878
506.9199829	-0.000252733
507.1000061	-0.000255501
507.2799988	-0.000260511
507.4599915	-0.000259147
507.6399841	-0.00026558
507.8200073	-0.000263805
508	-0.000266711
508.1799927	-0.000261606
508.3599854	-0.000267938
508.5400085	-0.000266723
508.7200012	-0.000266537
508.8999939	-0.00026708
509.0799866	-0.000267693
509.2600098	-0.000263146
509.4400024	-0.000266473
509.6199951	-0.000269516
509.7999878	-0.000268696
509.980011	-0.000266448
510.1600037	-0.000266529
510.3399963	-0.000266449
510.519989	-0.00026872
510.7000122	-0.000270433
510.8800049	-0.000264341
511.0599976	-0.000269726
511.2399902	-0.000268478
511.4199829	-0.000269762
511.6000061	-0.000264907
511.7799988	-0.000268262
511.9599915	-0.000267766
512.1400146	-0.000271463
512.3200073	-0.000267859
512.5	-0.000268862
512.6799927	-0.000273009
512.8599854	-0.000268129
513.039978	-0.000272042
513.2199707	-0.000272119
513.4000244	-0.000272516
513.5800171	-0.000269561
513.7600098	-0.00026996
513.9400024	-0.000271558
514.1199951	-0.000268433
514.2999878	-0.000272424
514.4799805	-0.000270861
514.6599731	-0.000275461
514.8400269	-0.000270414
515.0200195	-0.000275463
515.2000122	-0.000276341
515.3800049	-0.000272633
515.5599976	-0.000273954
515.7399902	-0.000273453
515.9199829	-0.000276866
516.0999756	-0.000272378
516.2799683	-0.00027618
516.460022	-0.000274728
516.6400146	-0.000278681
516.8200073	-0.000277634
517	-0.000276081
517.1799927	-0.000272497
517.3599854	-0.000277743
517.539978	-0.000269207
517.7199707	-0.000274102
517.9000244	-0.000272674
518.0800171	-0.000274888
518.2600098	-0.000280705
518.4400024	-0.000272547
518.6199951	-0.000276024
518.7999878	-0.000272451
518.9799805	-0.000275897
519.1599731	-0.000277079
519.3400269	-0.000270847
519.5200195	-0.000275124
519.7000122	-0.000274732
519.8800049	-0.000273799
520.0599976	-0.000276018
520.2399902	-0.000274122
520.4199829	-0.000273585
520.5999756	-0.000271583
520.7799683	-0.000272778
520.960022	-0.000272551
521.1400146	-0.000274021
521.3200073	-0.00027138
521.5	-0.000273106
521.6799927	-0.000269844
521.8599854	-0.000273073
522.039978	-0.000272139
522.2199707	-0.000269347
522.4000244	-0.000271897
522.5800171	-0.000265415
522.7600098	-0.000273415
522.9400024	-0.000267685
523.1199951	-0.000267011
523.2999878	-0.000267271
523.4799805	-0.000267199
523.6599731	-0.000266385
523.8400269	-0.00026757
524.0200195	-0.000267766
524.2000122	-0.000266665
524.3800049	-0.000264842
524.5599976	-0.000261765
524.7399902	-0.000258154
524.9199829	-0.000255349
525.0999756	-0.000259722
525.2799683	-0.000258112
525.460022	-0.000255195
525.6400146	-0.000254326
525.8200073	-0.00025221
526	-0.000248424
526.1799927	-0.00024684
526.3599854	-0.0002463
526.539978	-0.000245113
526.7199707	-0.000237233
526.9000244	-0.00023683
527.0800171	-0.000232352
527.2600098	-0.00023039
527.4400024	-0.000224197
527.6199951	-0.000222889
527.7999878	-0.000218005
527.9799805	-0.000209054
528.1599731	-0.000204718
528.3400269	-0.000200503
528.5200195	-0.000191808
528.7000122	-0.00018313
528.8800049	-0.000181693
529.0599976	-0.000167541
529.2399902	-0.000156738
529.4199829	-0.00015201
529.5999756	-0.000132633
529.7799683	-0.000120079
529.960022	-0.000113373
530.1400146	-9.53214E-05
530.3200073	-7.63322E-05
530.5	-6.42582E-05
530.6799927	-4.5479E-05
530.8599854	-2.10635E-05
531.039978	-3.9832E-06
531.2199707	2.49987E-05
531.4000244	4.64557E-05
531.5800171	7.66006E-05
531.7600098	0.00010027
531.9400024	0.00013129
532.1199951	0.000162517
532.2999878	0.000194783
532.4799805	0.00023748
532.6599731	0.000264728
532.8400269	0.000311502
533.0200195	0.000340705
533.2000122	0.000382541
533.3800049	0.000428778
533.5599976	0.000471968
533.7399902	0.00050384
533.9199829	0.000552091
534.0999756	0.000610474
534.2799683	0.000648391
534.460022	0.000696293
534.6400146	0.000736209
534.8200073	0.000780696
535	0.000836779
535.1799927	0.000882419
535.3599854	0.00094262
535.539978	0.000995947
535.7199707	0.001050895
535.9000244	0.001106431
536.0800171	0.001167997
536.2600098	0.001227496
536.4400024	0.001277766
536.6199951	0.001362115
536.7999878	0.001426079
536.9799805	0.001499665
537.1599731	0.001569964
537.3400269	0.001652463
537.5200195	0.001738959
537.7000122	0.001836309
537.8800049	0.001922783
538.0599976	0.002015224
538.2399902	0.002126897
538.4199829	0.002239584
538.5999756	0.00235598
538.7799683	0.0024887
538.960022	0.002610809
539.1400146	0.002746271
539.3200073	0.002882969
539.5	0.003049482
539.6799927	0.003228421
539.8599854	0.003402843
540.039978	0.003577611
540.2199707	0.003770381
540.4000244	0.003985164
540.5800171	0.004204535
540.7600098	0.00442982
540.9400024	0.004688365
541.1199951	0.004923139
541.2999878	0.005194229
541.4799805	0.005511354
541.6599731	0.005809632
541.8400269	0.006121182
542.0200195	0.006480457
542.2000122	0.006807288
542.3800049	0.007170693
542.5599976	0.007573768
542.7399902	0.007995496
542.9199829	0.00842308
543.0999756	0.00893056
543.2800293	0.009376922
543.460022	0.009887361
543.6400146	0.010427406
543.8200073	0.010979874
544	0.011607828
544.1799927	0.012253385
544.3599854	0.012881742
544.539978	0.013577231
544.7199707	0.014351332
544.9000244	0.01512182
545.0800171	0.015948951
545.2600098	0.016898426
545.4400024	0.017824858
545.6199951	0.018800529
545.7999878	0.019883746
545.9799805	0.020988436
546.1599731	0.02222856
546.3400269	0.023616958
546.5200195	0.024903345
546.7000122	0.026460474
546.8800049	0.028081999
547.0599976	0.029799438
547.2399902	0.031721685
547.4199829	0.03388247
547.5999756	0.03591675
547.7800293	0.038259499
547.960022	0.040949254
548.1400146	0.043677669
548.3200073	0.04682641
548.5	0.050257502
548.6799927	0.053681045
548.8599854	0.057699785
549.039978	0.062138386
549.2199707	0.066914902
549.4000244	0.072173967
549.5800171	0.078329072
549.7600098	0.084235306
549.9400024	0.091013927
550.1199951	0.099122887
550.2999878	0.107279615
550.4799805	0.116947308
550.6599731	0.127402754
550.8400269	0.138410854
551.0200195	0.150506229
551.2000122	0.164594135
551.3800049	0.179586639
551.5599976	0.196463966
551.7399902	0.215799408
551.9199829	0.234596996
552.0999756	0.2559235
552.2800293	0.280929623
552.460022	0.305911369
552.6400146	0.334853706
552.8200073	0.3654002
553	0.395891151
553.1799927	0.429109764
553.3599854	0.465112801
553.539978	0.502226715
553.7199707	0.540137367
553.9000244	0.580463867
554.0800171	0.617501183
554.2600098	0.655193558
554.4400024	0.694529724
554.6199951	0.729611664
554.7999878	0.76508522
554.9799805	0.798217926
555.1599731	0.826424942
555.3400269	0.853177338
555.5200195	0.877048798
555.7000122	0.897786026
555.8800049	0.915907822
556.0599976	0.931393204
556.2399902	0.943180847
556.4199829	0.952747192
556.5999756	0.961607132
556.7800293	0.96707016
556.960022	0.972098999
557.1400146	0.975625382
557.3200073	0.97759552
557.5	0.979317627
557.6799927	0.980468369
557.8599854	0.98055687
558.039978	0.981004486
558.2199707	0.98074852
558.4000244	0.980175934
558.5800171	0.980214005
558.7600098	0.980023117
558.9400024	0.979996719
559.1199951	0.980000229
559.2999878	0.979646378
559.4799805	0.979750061
559.6599731	0.980115738
559.8400269	0.979928589
560.0200195	0.980302963
560.2000122	0.980600739
560.3800049	0.980888519
560.5599976	0.980810394
560.7399902	0.981812744
560.9199829	0.981864548
561.0999756	0.982267761
561.2800293	0.982730179
561.460022	0.982824936
561.6400146	0.983022308
561.8200073	0.983292618
562	0.983459015
562.1799927	0.983576965
562.3599854	0.983795929
562.539978	0.98391304
562.7199707	0.983451614
562.9000244	0.983622055
563.0800171	0.983189621
563.2600098	0.983069077
563.4400024	0.982712402
563.6199951	0.982025452
563.7999878	0.982271576
563.9799805	0.982298431
564.1599731	0.981988525
564.3400269	0.981339188
564.5200195	0.981436768
564.7000122	0.980851364
564.8800049	0.98107338
565.0599976	0.9807724
565.2399902	0.980441132
565.4199829	0.980748444
565.5999756	0.980137863
565.7800293	0.980309372
565.960022	0.980504608
566.1400146	0.980622482
566.3200073	0.980922012
566.5	0.980375824
566.6799927	0.980816956
566.8599854	0.980365295
567.039978	0.980929871
567.2199707	0.981469421
567.4000244	0.981355209
567.5800171	0.981469574
567.7600098	0.981844254
567.9400024	0.982049408
568.1199951	0.982500916
568.2999878	0.982413101
568.4799805	0.982387238
568.6599731	0.982958679
568.8400269	0.983184738
569.0200195	0.982979202
569.2000122	0.983546524
569.3800049	0.983084259
569.5599976	0.983748779
569.7399902	0.984123764
569.9199829	0.983606873
570.0999756	0.983800278
570.2800293	0.983991242
570.460022	0.984038467
570.6400146	0.983904266
570.8200073	0.983804855
571	0.983583603
571.1799927	0.983918457
571.3599854	0.983495865
571.539978	0.983810272
571.7199707	0.983808441
571.9000244	0.983704376
572.0800171	0.983350601
572.2600098	0.983167496
572.4400024	0.984043274
572.6199951	0.983283615
572.7999878	0.983336716
572.9799805	0.983353577
573.1599731	0.983524094
573.3400269	0.983382492
573.5200195	0.983182449
573.7000122	0.983331909
573.8800049	0.983258667
574.0599976	0.98300293
574.2399902	0.982947922
574.4199829	0.983395844
574.5999756	0.983372955
574.7800293	0.98315361
574.960022	0.983234406
575.1400146	0.983238602
575.3200073	0.983404007
575.5	0.982629547
575.6799927	0.983134003
575.8599854	0.983412628
576.039978	0.983376923
576.2199707	0.98376236
576.4000244	0.98350769
576.5800171	0.983769531
576.7600098	0.983623123
576.9400024	0.983443832
577.1199951	0.983365936
577.2999878	0.983873978
577.4799805	0.983533325
577.6599731	0.98374939
577.8400269	0.98355484
578.0200195	0.983942413
578.2000122	0.984002609
578.3800049	0.983379135
578.5599976	0.98386879
578.7399902	0.984140015
578.9199829	0.983680115
579.0999756	0.983601685
579.2800293	0.983742142
579.460022	0.984164124
579.6400146	0.983702087
579.8200073	0.98420784
580	0.984122162
580.1799927	0.983953247
580.3599854	0.984334793
580.539978	0.984010239
580.7199707	0.984372864
580.9000244	0.984450607
581.0800171	0.984162979
581.2600098	0.984730988
581.4400024	0.98465126
581.6199951	0.984726334
581.7999878	0.984776001
581.9799805	0.984654999
582.1599731	0.984641876
582.3400269	0.984924316
582.5200195	0.985298309
582.7000122	0.98554512
582.8800049	0.985760651
583.0599976	0.985784149
583.2399902	0.985504303
583.4199829	0.985410538
583.5999756	0.985593262
583.7800293	0.986009064
583.960022	0.986245728
584.1400146	0.985979385
584.3200073	0.986073074
584.5	0.986534805
584.6799927	0.986548157
584.8599854	0.986651459
585.039978	0.986538086
585.2199707	0.986407852
585.4000244	0.986920624
585.5800171	0.986987915
585.7600098	0.986936798
585.9400024	0.987413483
586.1199951	0.987434845
586.2999878	0.987486572
586.4799805	0.987192078
586.6599731	0.987381668
586.8400269	0.987296066
587.0200195	0.987432785
587.2000122	0.98794899
587.3800049	0.987644577
587.5599976	0.987262726
587.7399902	0.987662354
587.9199829	0.988003388
588.0999756	0.987869568
588.2800293	0.987854157
588.460022	0.987344742
588.6400146	0.987896881
588.8200073	0.987799759
589	0.987498932
589.1799927	0.988251114
589.3599854	0.988091049
589.539978	0.987998047
589.7199707	0.98779335
589.9000244	0.987622223
590.0800171	0.987908936
590.2600098	0.987688751
590.4400024	0.987894745
590.6199951	0.987622452
590.7999878	0.988181915
590.9799805	0.987874603
591.1599731	0.987820587
591.3400269	0.987902832
591.5200195	0.987429657
591.7000122	0.98762085
591.8800049	0.988019257
592.0599976	0.987756805
592.2399902	0.98775444
592.4199829	0.987698822
592.5999756	0.987512589
592.7800293	0.987567291
592.960022	0.98755333
593.1400146	0.98750473
593.3200073	0.987606049
593.5	0.987469254
593.6799927	0.987145462
593.8599854	0.987554627
594.039978	0.987281265
594.2199707	0.986983261
594.4000244	0.986809692
594.5800171	0.986547852
594.7600098	0.986939774
594.9400024	0.986800079
595.1199951	0.986532745
595.2999878	0.986856308
595.4799805	0.986647339
595.6599731	0.986245117
595.8400269	0.986234818
596.0200195	0.986302185
596.2000122	0.986308441
596.3800049	0.985862351
596.5599976	0.985861588
596.7399902	0.986010437
596.9199829	0.986098251
597.0999756	0.985786743
597.2800293	0.98594841
597.460022	0.985872955
597.6400146	0.985983582
597.8200073	0.98560257
598	0.985782471
598.1799927	0.985509262
598.3599854	0.985513535
598.539978	0.986106491
598.7199707	0.985681152
598.9000244	0.985817642
599.0800171	0.986062851
599.2600098	0.986168747
599.4400024	0.986262894
599.6199951	0.98609726
599.7999878	0.986444626
599.9799805	0.986585999
600.1599731	0.986481476
600.3400269	0.986319122
600.5200195	0.986735916
600.7000122	0.986862564
600.8800049	0.986869431
601.0599976	0.987108765
601.2399902	0.986923523
601.4199829	0.987273178
601.5999756	0.987327805
601.7800293	0.98731781
601.960022	0.987201843
602.1400146	0.987422791
602.3200073	0.987575684
602.5	0.987707291
602.6799927	0.987757492
602.8599854	0.987367249
603.039978	0.987402268
603.2199707	0.987355804
603.4000244	0.987696762
603.5800171	0.987775192
603.7600098	0.987572479
603.9400024	0.987414093
604.1199951	0.987574463
604.2999878	0.987326279
604.4799805	0.987514648
604.6599731	0.987382813
604.8400269	0.987099152
605.0200195	0.987176666
605.2000122	0.986942139
605.3800049	0.987338944
605.5599976	0.986942673
605.7399902	0.987025452
605.9199829	0.986891785
606.0999756	0.986865616
606.2800293	0.986822891
606.460022	0.986413727
606.6400146	0.986530457
606.8200073	0.986319351
607	0.98650856
607.1799927	0.98600174
607.3599854	0.986230927
607.539978	0.986272125
607.7200317	0.986359482
607.9000244	0.986007996
608.0800171	0.985905304
608.2600098	0.986193848
608.4400024	0.986300659
608.6199951	0.986064758
608.7999878	0.985860214
608.9799805	0.985750885
609.1599731	0.986175385
609.3400269	0.986397018
609.5200195	0.985948715
609.7000122	0.986114655
609.8800049	0.986431274
610.0599976	0.986773758
610.2399902	0.98635437
610.4199829	0.986421051
610.5999756	0.986726379
610.7800293	0.987065048
610.960022	0.987275085
611.1400146	0.987259064
611.3200073	0.987159119
611.5	0.987778397
611.6799927	0.987797928
611.8599854	0.987793655
612.039978	0.987965317
612.2200317	0.987864533
612.4000244	0.988228378
612.5800171	0.988420639
612.7600098	0.988474884
612.9400024	0.98852272
613.1199951	0.988833771
613.2999878	0.988750763
613.4799805	0.98891304
613.6599731	0.988881302
613.8400269	0.98863945
614.0200195	0.988928528
614.2000122	0.989156036
614.3800049	0.989209442
614.5599976	0.989115143
614.7399902	0.988942413
614.9199829	0.988969269
615.0999756	0.988910751
615.2800293	0.989261093
615.460022	0.988937683
615.6400146	0.989029999
615.8200073	0.989466019
616	0.98894661
616.1799927	0.989207306
616.3599854	0.989258728
616.539978	0.989003296
616.7200317	0.989251175
616.9000244	0.988684235
617.0800171	0.988790665
617.2600098	0.989115524
617.4400024	0.988644867
617.6199951	0.988678589
617.7999878	0.988869782
617.9799805	0.988872376
618.1599731	0.988626556
618.3400269	0.988765564
618.5200195	0.988491211
618.7000122	0.988384857
618.8800049	0.988632813
619.0599976	0.988939209
619.2399902	0.988661423
619.4199829	0.988362045
619.5999756	0.988474274
619.7800293	0.988706207
619.960022	0.988538132
620.1400146	0.988588791
620.3200073	0.988740234
620.5	0.988695145
620.6799927	0.9889608
620.8599854	0.988996887
621.039978	0.989121094
621.2200317	0.988864212
621.4000244	0.989071274
621.5800171	0.989347382
621.7600098	0.989046326
621.9400024	0.989161911
622.1199951	0.989356613
622.2999878	0.989188614
622.4799805	0.989716797
622.6599731	0.989629669
622.8400269	0.989230957
623.0200195	0.989390564
623.2000122	0.989475937
623.3800049	0.989030457
623.5599976	0.98946579
623.7399902	0.98974617
623.9199829	0.989394455
624.0999756	0.989333191
624.2800293	0.989260941
624.460022	0.989225464
624.6400146	0.989102325
624.8200073	0.98907814
625	0.989064941
625.1799927	0.988938828
625.3599854	0.988840408
625.539978	0.988728714
625.7200317	0.988775635
625.9000244	0.988386307
626.0800171	0.988212967
626.2600098	0.988111649
626.4400024	0.987504349
626.6199951	0.987877655
626.7999878	0.987761383
626.9799805	0.987287369
627.1599731	0.987003021
627.3400269	0.986970673
627.5200195	0.986873245
627.7000122	0.986847076
627.8800049	0.986595917
628.0599976	0.986514893
628.2399902	0.986493759
628.4199829	0.986585236
628.5999756	0.986228485
628.7800293	0.985943298
628.960022	0.985931015
629.1400146	0.98579277
629.3200073	0.985667267
629.5	0.98564209
629.6799927	0.985718536
629.8599854	0.985796967
630.039978	0.985783463
630.2200317	0.985878067
630.4000244	0.985632248
630.5800171	0.985589829
630.7600098	0.985767441
630.9400024	0.986219025
631.1199951	0.986205597
631.2999878	0.986400604
631.4799805	0.986379242
631.6599731	0.986299133
631.8400269	0.986655884
632.0200195	0.986699982
632.2000122	0.987073135
632.3800049	0.98728096
632.5599976	0.987145996
632.7399902	0.987215042
632.9199829	0.987699738
633.0999756	0.987767716
633.2800293	0.987837219
633.460022	0.988188171
633.6400146	0.988421326
633.8200073	0.988757935
634	0.98862999
634.1799927	0.98912674
634.3599854	0.988980713
634.539978	0.988985214
634.7200317	0.98948204
634.9000244	0.989342728
635.0800171	0.989298477
635.2600098	0.989944458
635.4400024	0.989984589
635.6199951	0.989940796
635.7999878	0.98987999
635.9799805	0.989994736
636.1599731	0.989842529
636.3400269	0.989970474
636.5200195	0.990219955
636.7000122	0.989948349
636.8800049	0.990101242
637.0599976	0.989954147
637.2399902	0.989331513
637.4199829	0.990120621
637.5999756	0.989591293
637.7800293	0.989453659
637.960022	0.989546661
638.1400146	0.988948669
638.3200073	0.989281082
638.5	0.989191055
638.6799927	0.988761215
638.8599854	0.988721695
639.039978	0.988615723
639.2200317	0.98833786
639.4000244	0.988165588
639.5800171	0.988191605
639.7600098	0.98782196
639.9400024	0.987713013
640.1199951	0.987822571
640.2999878	0.98769165
640.4799805	0.987237625
640.6599731	0.987226028
640.8400269	0.987120667
641.0200195	0.987165985
641.2000122	0.987136231
641.3800049	0.987064591
641.5599976	0.987332535
641.7399902	0.987393341
641.9199829	0.986920319
642.0999756	0.987119293
642.2800293	0.986869431
642.460022	0.987004395
642.6400146	0.987040482
642.8200073	0.987158203
643	0.987428818
643.1799927	0.987399368
643.3599854	0.987249451
643.539978	0.987758484
643.7200317	0.98737587
643.9000244	0.987657394
644.0800171	0.988091202
644.2600098	0.987998047
644.4400024	0.988270111
644.6199951	0.98824501
644.7999878	0.988633423
644.9799805	0.988324738
645.1599731	0.988826218
645.3400269	0.988979263
645.5200195	0.989291992
645.7000122	0.989500427
645.8800049	0.989489212
646.0599976	0.989461136
646.2399902	0.989606476
646.4199829	0.989805832
646.5999756	0.989720306
646.7800293	0.989972382
646.960022	0.989931335
647.1400146	0.99010376
647.3200073	0.990105286
647.5	0.989812164
647.6799927	0.98995224
647.8599854	0.990009689
648.039978	0.989804077
648.2200317	0.989919205
648.4000244	0.989681931
648.5800171	0.989579163
648.7600098	0.989798889
648.9400024	0.989855423
649.1199951	0.989511337
649.2999878	0.989478149
649.4799805	0.989294281
649.6599731	0.989237289
649.8400269	0.989317932
650.0200195	0.989022598
650.2000122	0.988921661
650.3800049	0.988985443
650.5599976	0.988934631
650.7399902	0.988829956
650.9199829	0.988431778
651.0999756	0.988640518
651.2800293	0.988424606
651.460022	0.988277283
651.6400146	0.98855957
651.8200073	0.988199921
652	0.988150711
652.1799927	0.988280716
652.3599854	0.988114853
652.539978	0.988038559
652.7200317	0.987870178
652.9000244	0.987889328
653.0800171	0.988390122
653.2600098	0.988167725
653.4400024	0.988064499
653.6199951	0.988058853
653.7999878	0.988167801
653.9799805	0.988889389
654.1599731	0.988444748
654.3400269	0.988763199
654.5200195	0.988542404
654.7000122	0.989238129
654.8800049	0.98887001
655.0599976	0.989403229
655.2399902	0.989511337
655.4199829	0.989634781
655.5999756	0.989808044
655.7800293	0.989825821
655.960022	0.989626617
656.1400146	0.9899646
656.3200073	0.990223007
656.5	0.990323334
656.6799927	0.990346451
656.8599854	0.990469818
657.039978	0.990585556
657.2200317	0.990744171
657.4000244	0.990595245
657.5800171	0.990815964
657.7600098	0.990581513
657.9400024	0.990654602
658.1199951	0.990391617
658.2999878	0.990576553
658.4799805	0.990479889
658.6599731	0.990197678
658.8400269	0.989972534
659.0200195	0.989805908
659.2000122	0.98981987
659.3800049	0.989483261
659.5599976	0.989514923
659.7399902	0.989093933
659.9199829	0.988449249
660.0999756	0.988664932
660.2800293	0.988124161
660.460022	0.988238602
660.6400146	0.987590714
660.8200073	0.987147903
661	0.987321701
661.1799927	0.986603928
661.3599854	0.986420898
661.539978	0.985978241
661.7200317	0.985898285
661.9000244	0.985366821
662.0800171	0.985039825
662.2600098	0.984635086
662.4400024	0.984359436
662.6199951	0.984458237
662.7999878	0.984123383
662.9799805	0.983857422
663.1599731	0.983874664
663.3400269	0.983341141
663.5200195	0.983368301
663.7000122	0.983226471
663.8800049	0.98348381
664.0599976	0.983234634
664.2399902	0.983423233
664.4199829	0.983071899
664.5999756	0.983244324
664.7800293	0.983610077
664.960022	0.983694916
665.1400146	0.983991242
665.3200073	0.984102936
665.5	0.984219818
665.6799927	0.984988327
665.8599854	0.984692917
666.039978	0.985235748
666.2200317	0.985493088
666.4000244	0.985799484
666.5800171	0.985950012
666.7600098	0.986592941
666.9400024	0.987031326
667.1199951	0.987389679
667.2999878	0.987709198
667.4799805	0.988173218
667.6600342	0.988321381
667.8400269	0.988795319
668.0200195	0.989239731
668.2000122	0.98967659
668.3800049	0.989803467
668.5599976	0.990413437
668.7399902	0.990359726
668.9199829	0.990985107
669.0999756	0.991045151
669.2800293	0.990961456
669.460022	0.991242676
669.6400146	0.991209793
669.8200073	0.99165802
670	0.991439514
670.1799927	0.99096199
670.3599854	0.991258774
670.539978	0.991234894
670.7200317	0.990906525
670.9000244	0.990758591
671.0800171	0.990552521
671.2600098	0.990815353
671.4400024	0.99032608
671.6199951	0.989990082
671.7999878	0.989703903
671.9799805	0.989111786
672.1600342	0.988777542
672.3400269	0.988464508
672.5200195	0.988117981
672.7000122	0.987861862
672.8800049	0.98713562
673.0599976	0.9872966
673.2399902	0.986476212
673.4199829	0.985995865
673.5999756	0.98629921
673.7800293	0.985271378
673.960022	0.985419312
674.1400146	0.985224991
674.3200073	0.985139771
674.5	0.98473526
674.6799927	0.984480286
674.8599854	0.984879379
675.039978	0.984238586
675.2200317	0.984316788
675.4000244	0.98470108
675.5800171	0.984355927
675.7600098	0.984712219
675.9400024	0.984896622
676.1199951	0.984898453
676.2999878	0.985718155
676.4799805	0.985453339
676.6600342	0.985937271
676.8400269	0.986628571
677.0200195	0.986765289
677.2000122	0.986948929
677.3800049	0.987348709
677.5599976	0.987656555
677.7399902	0.98801033
677.9199829	0.989181137
678.0999756	0.98890892
678.2800293	0.98918335
678.460022	0.989561768
678.6400146	0.990219269
678.8200073	0.989924088
679	0.99003685
679.1799927	0.990666351
679.3599854	0.990251083
679.539978	0.990207977
679.7200317	0.990604172
679.9000244	0.990141754
680.0800171	0.989228516
680.2600098	0.989862976
680.4400024	0.989035492
680.6199951	0.988672333
680.7999878	0.98815155
680.9799805	0.987415009
681.1600342	0.986688538
681.3400269	0.985774689
681.5200195	0.984756088
681.7000122	0.9840728
681.8800049	0.983025742
682.0599976	0.982062149
682.2399902	0.981022797
682.4199829	0.980191193
682.5999756	0.979137116
682.7800293	0.978029251
682.960022	0.977158356
683.1400146	0.976182022
683.3200073	0.975766525
683.5	0.975277939
683.6799927	0.974115982
683.8599854	0.973635178
684.039978	0.972843704
