\lambda [nm]	
684.2200317	0.973053665
684.4000244	0.97283432
684.5800171	0.973436813
684.7600098	0.973235931
684.9400024	0.97396492
685.1199951	0.974804077
685.2999878	0.975326386
685.4799805	0.976233139
685.6600342	0.977264633
685.8400269	0.978733215
686.0200195	0.980673523
686.2000122	0.981913605
686.3800049	0.9833815
686.5599976	0.985383835
686.7399902	0.986465988
686.9199829	0.987738419
687.0999756	0.989062042
687.2800293	0.98962471
687.460022	0.989679794
687.6400146	0.989562073
687.8200073	0.98903595
688	0.987374039
688.1799927	0.984679794
688.3599854	0.981345825
688.539978	0.976980438
688.7200317	0.970596619
688.9000244	0.963430252
689.0800171	0.954389038
689.2600098	0.943172226
689.4400024	0.931135788
689.6199951	0.915980072
689.7999878	0.900068893
689.9799805	0.883076477
690.1600342	0.863078461
690.3400269	0.841550446
690.5200195	0.81821785
690.7000122	0.79391571
690.8800049	0.767449112
691.0599976	0.74206955
691.2399902	0.714968109
691.4199829	0.68658905
691.5999756	0.658719711
691.7800293	0.628772736
691.960022	0.600413742
692.1400146	0.57301075
692.3200073	0.545201416
692.5	0.518026047
692.6799927	0.491723633
692.8599854	0.465862389
693.039978	0.440995407
693.2200317	0.418472443
693.4000244	0.396329308
693.5800171	0.373830872
693.7600098	0.354487343
693.9400024	0.334167709
694.1199951	0.316424141
694.2999878	0.299869804
694.4799805	0.283827038
694.6600342	0.268963661
694.8400269	0.254705391
695.0200195	0.241266289
695.2000122	0.228634338
695.3800049	0.217825851
695.5599976	0.207274818
695.7399902	0.196727047
695.9199829	0.187841682
696.0999756	0.17864151
696.2800293	0.170582256
696.460022	0.163452644
696.6400146	0.156370449
696.8200073	0.149906521
697	0.143757286
697.1799927	0.13795887
697.3599854	0.132942009
697.539978	0.128078146
697.7200317	0.123732739
697.9000244	0.119342537
698.0800171	0.115642262
698.2600098	0.111878967
698.4400024	0.108572807
698.6199951	0.105620098
698.7999878	0.102779121
698.9799805	0.100179997
699.1600342	0.097679663
699.3400269	0.095438747
699.5200195	0.093346872
699.7000122	0.091573896
699.8800049	0.08986083
700.0599976	0.088324413
700.2399902	0.086903486
700.4199829	0.085593538
700.5999756	0.084405479
700.7800293	0.083341932
700.960022	0.082397833
701.1400146	0.081601086
701.3200073	0.080700216
701.5	0.080022087
701.6799927	0.079391098
701.8599854	0.078837924
702.039978	0.078141937
702.2200317	0.077539668
702.4000244	0.076965494
702.5800171	0.07613626
702.7600098	0.075542545
702.9400024	0.074753017
703.1199951	0.073827624
703.2999878	0.072688537
703.4799805	0.071565099
703.6600342	0.070054793
703.8400269	0.068436475
704.0200195	0.066663013
704.2000122	0.064643645
704.3800049	0.062401199
704.5599976	0.060063882
704.7399902	0.057210851
704.9199829	0.054628363
705.0999756	0.051835785
705.2800293	0.048830833
705.460022	0.045816603
705.6400146	0.042776504
705.8200073	0.039716418
706	0.03677947
706.1799927	0.034068682
706.3599854	0.031369686
706.539978	0.028709385
706.7200317	0.026311085
706.9000244	0.023927999
707.0800171	0.021878693
707.2600098	0.019960073
707.4400024	0.018120339
707.6199951	0.016505342
707.7999878	0.015020773
707.9799805	0.013572469
708.1600342	0.012305694
708.3400269	0.011296079
708.5200195	0.010248657
708.7000122	0.009289228
708.8800049	0.008479337
709.0599976	0.007694303
709.2399902	0.006986442
709.4199829	0.006412478
709.5999756	0.005814666
709.7800293	0.005303563
709.960022	0.004850046
710.1400146	0.004410626
710.3200073	0.004039248
710.5	0.003693735
710.6799927	0.003397699
710.8599854	0.00310213
711.039978	0.002848184
711.2200317	0.002594882
711.4000244	0.002386928
711.5800171	0.002206012
711.7600098	0.002008681
711.9400024	0.001858172
712.1199951	0.00170605
712.2999878	0.001555037
712.4799805	0.001424785
712.6600342	0.001313442
712.8400269	0.001212091
713.0200195	0.001112391
713.2000122	0.00103645
713.3800049	0.000937356
713.5599976	0.000857946
713.7399902	0.000782158
713.9199829	0.000720407
714.0999756	0.000663698
714.2800293	0.000598431
714.460022	0.000553106
714.6400146	0.000490832
714.8200073	0.000450977
715	0.000417547
715.1799927	0.00037559
715.3599854	0.000334691
715.539978	0.000301563
715.7200317	0.000276472
715.9000244	0.000243339
716.0800171	0.000224135
716.2600098	0.000190407
716.4400024	0.000160427
716.6199951	0.000134658
716.7999878	0.000112799
716.9799805	0.000108892
717.1600342	8.05308E-05
717.3400269	6.64992E-05
717.5200195	5.80677E-05
717.7000122	2.7998E-05
717.8800049	1.76994E-05
718.0599976	1.04875E-05
718.2399902	-1.07835E-05
718.4199829	-2.10417E-05
718.5999756	-1.89726E-05
718.7800293	-4.46503E-05
718.960022	-5.27717E-05
719.1400146	-6.93217E-05
719.3200073	-7.68192E-05
719.5	-7.37783E-05
719.6799927	-8.38252E-05
719.8599854	-9.70172E-05
720.039978	-9.38565E-05
720.2200317	-0.000108799
720.4000244	-0.000116145
720.5800171	-0.000119572
720.7600098	-0.000128959
720.9400024	-0.000136504
721.1199951	-0.000139436
721.2999878	-0.000146578
721.4799805	-0.000151374
721.6600342	-0.000154379
721.8400269	-0.000156722
722.0200195	-0.000162519
722.2000122	-0.000169465
722.3800049	-0.000178236
722.5599976	-0.00017273
722.7399902	-0.000177656
722.9199829	-0.000178369
723.0999756	-0.000182871
723.2800293	-0.000188178
723.460022	-0.000188785
723.6400146	-0.000188467
723.8200073	-0.000197402
724	-0.000198771
724.1799927	-0.000203049
724.3599854	-0.000199424
724.539978	-0.000202329
724.7200317	-0.000206646
724.9000244	-0.000202523
725.0800171	-0.000202991
725.2600098	-0.000214162
725.4400024	-0.000212923
725.6199951	-0.000215439
725.7999878	-0.000221728
725.9799805	-0.000220664
726.1600342	-0.000219618
726.3400269	-0.000215921
726.5200195	-0.000222414
726.7000122	-0.000224437
726.8800049	-0.000225246
727.0599976	-0.000225131
727.2399902	-0.000233779
727.4199829	-0.000222197
727.5999756	-0.000229997
727.7800293	-0.000227919
727.960022	-0.000243262
728.1400146	-0.000230016
728.3200073	-0.000230809
728.5	-0.000236655
728.6799927	-0.000234617
728.8599854	-0.000239064
729.039978	-0.000235876
729.2200317	-0.000234156
729.4000244	-0.000237872
729.5800171	-0.000238498
729.7600098	-0.000238911
729.9400024	-0.000241726
730.1199951	-0.00024018
730.2999878	-0.000233654
730.4799805	-0.000249068
730.6600342	-0.000238002
730.8400269	-0.000245698
731.0200195	-0.00023741
731.2000122	-0.000240086
731.3800049	-0.000242026
731.5599976	-0.000247407
731.7399902	-0.000244544
731.9199829	-0.000242007
732.1000366	-0.000235148
732.2800293	-0.000243402
732.460022	-0.000242004
732.6400146	-0.000251095
732.8200073	-0.000244868
733	-0.000244287
733.1799927	-0.00024631
733.3599854	-0.000246664
733.539978	-0.000247411
733.7200317	-0.000243891
733.9000244	-0.000247838
734.0800171	-0.000240614
734.2600098	-0.000246272
734.4400024	-0.00025254
734.6199951	-0.000249725
734.7999878	-0.000247272
734.9799805	-0.000245916
735.1600342	-0.000253039
735.3400269	-0.000249881
735.5200195	-0.000245461
735.7000122	-0.000243884
735.8800049	-0.00024377
736.0599976	-0.000247536
736.2399902	-0.000244543
736.4199829	-0.000247053
736.6000366	-0.000245137
736.7800293	-0.00024573
736.960022	-0.000245973
737.1400146	-0.000244734
737.3200073	-0.000242398
737.5	-0.000238733
737.6799927	-0.000254543
737.8599854	-0.000246499
738.039978	-0.000246445
738.2200317	-0.000242188
738.4000244	-0.000234008
738.5800171	-0.000247671
738.7600098	-0.000245292
738.9400024	-0.000245332
739.1199951	-0.000245155
739.2999878	-0.000239673
739.4799805	-0.000238381
739.6600342	-0.000241622
739.8400269	-0.000237462
740.0200195	-0.000243431
740.2000122	-0.000237689
740.3800049	-0.000234566
740.5599976	-0.000241475
740.7399902	-0.000234041
740.9199829	-0.000231547
741.1000366	-0.000228963
741.2800293	-0.000226533
741.460022	-0.00022439
741.6400146	-0.000223852
741.8200073	-0.000227015
742	-0.000226622
742.1799927	-0.00022717
742.3599854	-0.000221657
742.539978	-0.00021046
742.7200317	-0.000221803
742.9000244	-0.00022059
743.0800171	-0.00020412
743.2600098	-0.000210915
743.4400024	-0.000205244
743.6199951	-0.000201286
743.7999878	-0.000199367
743.9799805	-0.000206008
744.1600342	-0.000200723
744.3400269	-0.000195279
744.5200195	-0.00019526
744.7000122	-0.00018993
744.8800049	-0.000188787
745.0599976	-0.00017628
745.2399902	-0.000178006
745.4199829	-0.000172191
745.6000366	-0.000164844
745.7800293	-0.000163085
745.960022	-0.000157758
746.1400146	-0.000148297
746.3200073	-0.000141825
746.5	-0.000131537
746.6799927	-0.000130119
746.8599854	-0.000119598
747.039978	-0.00010944
747.2200317	-9.84947E-05
747.4000244	-8.38638E-05
747.5800171	-7.3887E-05
747.7600098	-6.53409E-05
747.9400024	-5.04378E-05
748.1199951	-2.96802E-05
748.2999878	-1.95726E-05
748.4799805	-0.000000483
748.6600342	1.44649E-05
748.8400269	3.83749E-05
749.0200195	6.81853E-05
749.2000122	8.37643E-05
749.3800049	0.00011238
749.5599976	0.000130344
749.7399902	0.000168527
749.9199829	0.000191917
750.1000366	0.000225929
750.2800293	0.00023897
750.460022	0.000276951
750.6400146	0.000282435
750.8200073	0.00030552
751	0.000328412
751.1799927	0.000341075
751.3599854	0.000341015
751.539978	0.000344789
751.7200317	0.000358953
751.9000244	0.00034752
752.0800171	0.000329491
752.2600098	0.000313919
752.4400024	0.000286219
752.6199951	0.000268734
752.7999878	0.000240366
752.9799805	0.000218942
753.1600342	0.000191109
753.3400269	0.000163046
753.5200195	0.000142583
753.7000122	0.000112195
753.8800049	8.7477E-05
754.0599976	5.41141E-05
754.2399902	5.20756E-05
754.4199829	1.82349E-05
754.6000366	2.56026E-06
754.7800293	-9.31992E-06
754.960022	-3.07731E-05
755.1400146	-3.69558E-05
755.3200073	-5.44786E-05
755.5	-7.02679E-05
755.6799927	-7.6439E-05
755.8599854	-9.19511E-05
756.039978	-0.000109836
756.2200317	-0.000122585
756.4000244	-0.000115083
756.5800171	-0.000122688
756.7600098	-0.000134443
756.9400024	-0.000141036
757.1199951	-0.000148416
757.2999878	-0.00015646
757.4799805	-0.000154743
757.6600342	-0.000167681
757.8400269	-0.000169271
758.0200195	-0.000162885
758.2000122	-0.000165363
758.3800049	-0.000178394
758.5599976	-0.000175301
758.7399902	-0.000185901
758.9199829	-0.000187718
759.1000366	-0.000193511
759.2800293	-0.000196875
759.460022	-0.000199897
759.6400146	-0.000208589
759.8200073	-0.00020055
760	-0.000201587
760.1799927	-0.000205244
760.3599854	-0.000207413
760.539978	-0.000217079
760.7200317	-0.00021345
760.9000244	-0.000223773
761.0800171	-0.000216096
761.2600098	-0.000219797
761.4400024	-0.000221208
761.6199951	-0.000219559
761.7999878	-0.000222157
761.9799805	-0.000215941
762.1600342	-0.000228778
762.3400269	-0.000226128
762.5200195	-0.000222894
762.7000122	-0.000223517
762.8800049	-0.000215633
763.0599976	-0.000226018
763.2399902	-0.000226163
763.4199829	-0.000221754
763.6000366	-0.00022828
763.7800293	-0.000224136
763.960022	-0.000223982
764.1400146	-0.000229408
764.3200073	-0.000227217
764.5	-0.000228002
764.6799927	-0.000222592
764.8599854	-0.000230166
765.039978	-0.000226784
765.2200317	-0.0002284
765.4000244	-0.000222651
765.5800171	-0.000230153
765.7600098	-0.000225365
765.9400024	-0.000227076
766.1199951	-0.000225196
766.2999878	-0.000233414
766.4799805	-0.000235812
766.6600342	-0.000225622
766.8400269	-0.000232148
767.0200195	-0.000234291
767.2000122	-0.000223892
767.3800049	-0.000228908
767.5599976	-0.000231157
767.7399902	-0.000228652
767.9199829	-0.000223891
768.1000366	-0.000223972
768.2800293	-0.000234145
768.460022	-0.000233646
768.6400146	-0.00022905
768.8200073	-0.000237165
769	-0.000228872
769.1799927	-0.000229893
769.3599854	-0.000232117
769.539978	-0.000231753
769.7200317	-0.000226536
769.9000244	-0.000229006
770.0800171	-0.000233214
770.2600098	-0.000231871
770.4400024	-0.000223062
770.6199951	-0.000229224
770.7999878	-0.000223411
770.9799805	-0.000234399
771.1600342	-0.000227672
771.3400269	-0.000224035
771.5200195	-0.00022821
771.7000122	-0.000233159
771.8800049	-0.000212672
772.0599976	-0.000230543
772.2399902	-0.00022626
772.4199829	-0.000222903
772.6000366	-0.000223312
772.7800293	-0.000227937
772.960022	-0.000226744
773.1400146	-0.000214657
773.3200073	-0.000221171
773.5	-0.000229283
773.6799927	-0.00022357
773.8599854	-0.000219121
774.039978	-0.000220612
774.2200317	-0.000224202
774.4000244	-0.000220619
774.5800171	-0.000217873
774.7600098	-0.000219303
774.9400024	-0.000220771
775.1199951	-0.000208176
775.2999878	-0.000222148
775.4799805	-0.000220749
775.6600342	-0.000211993
775.8400269	-0.000225313
776.0200195	-0.000219441
776.2000122	-0.000219979
776.3800049	-0.000206478
776.5599976	-0.000209521
776.7399902	-0.000212921
776.9199829	-0.000225097
777.1000366	-0.000204558
777.2800293	-0.000213079
777.460022	-0.000210109
777.6400146	-0.000215713
777.8200073	-0.000216152
778	-0.000209233
778.1799927	-0.000214804
778.3599854	-0.000204279
778.539978	-0.00021228
778.7200317	-0.000208448
778.9000244	-0.000214099
779.0800171	-0.00019703
779.2600098	-0.000206903
779.4400024	-0.000200847
779.6199951	-0.000201739
779.7999878	-0.000207639
779.9799805	-0.000200751
780.1600342	-0.000213828
780.3400269	-0.000207405
780.5200195	-0.000205078
780.7000122	-0.000204319
780.8800049	-0.000216184
781.0599976	-0.00020315
781.2399902	-0.000215958
781.4199829	-0.00021715
781.6000366	-0.000215455
781.7800293	-0.000209644
781.960022	-0.000222519
782.1400146	-0.00022818
782.3200073	-0.000222904
782.5	-0.000224679
782.6799927	-0.000224955
782.8599854	-0.000224468
783.039978	-0.000232937
783.2200317	-0.000225207
783.4000244	-0.000230275
783.5800171	-0.000232495
783.7600098	-0.000237188
783.9400024	-0.00024015
784.1199951	-0.000236848
784.2999878	-0.000243217
784.4799805	-0.000247349
784.6600342	-0.000237459
784.8400269	-0.000246626
785.0200195	-0.000251106
785.2000122	-0.000246414
785.3800049	-0.000246747
785.5599976	-0.000248935
785.7399902	-0.000242701
785.9199829	-0.000250061
786.1000366	-0.000241586
786.2800293	-0.000251601
786.460022	-0.000253763
786.6400146	-0.000252731
786.8200073	-0.00025931
787	-0.000260027
787.1799927	-0.000258093
787.3599854	-0.000259393
787.539978	-0.00026524
787.7200317	-0.000261634
787.9000244	-0.000261936
788.0800171	-0.000259882
788.2600098	-0.000270091
788.4400024	-0.000269306
788.6199951	-0.000263554
788.7999878	-0.00026653
788.9799805	-0.000267583
789.1600342	-0.00025951
789.3400269	-0.000270572
789.5200195	-0.000264481
789.7000122	-0.000268703
789.8800049	-0.000269237
790.0599976	-0.000264755
790.2399902	-0.000277161
790.4199829	-0.000267668
790.6000366	-0.000270922
790.7800293	-0.000271351
790.960022	-0.000277807
791.1400146	-0.000269609
791.3200073	-0.000273708
791.5	-0.000270256
791.6799927	-0.00027067
791.8599854	-0.000265533
792.0400391	-0.000273742
792.2200317	-0.000284031
792.4000244	-0.00027568
792.5800171	-0.000271527
792.7600098	-0.00026602
792.9400024	-0.000265529
793.1199951	-0.000262615
793.2999878	-0.00028083
793.4799805	-0.000278042
793.6600342	-0.000272025
793.8400269	-0.000263412
794.0200195	-0.000274548
794.2000122	-0.000274152
794.3800049	-0.0002788
794.5599976	-0.000273077
794.7399902	-0.000273388
794.9199829	-0.000266895
795.1000366	-0.000277461
795.2800293	-0.000270416
795.460022	-0.00027311
795.6400146	-0.000273151
795.8200073	-0.000270315
796	-0.000277752
796.1799927	-0.000273955
796.3599854	-0.000278136
796.5400391	-0.000274493
796.7200317	-0.000267407
796.9000244	-0.000280994
797.0800171	-0.000274449
797.2600098	-0.000270672
797.4400024	-0.000278291
797.6199951	-0.000269684
797.7999878	-0.000269827
797.9799805	-0.000282952
798.1600342	-0.000272093
798.3400269	-0.000267745
798.5200195	-0.000278998
798.7000122	-0.000268898
798.8800049	-0.000280768
799.0599976	-0.000274596
799.2399902	-0.000274354
799.4199829	-0.000271777
799.6000366	-0.000276837
799.7800293	-0.000275912
799.960022	-0.000282552
800.1400146	-0.000278783
800.3200073	-0.000270213
800.5	-0.000277054
800.6799927	-0.000269739
800.8599854	-0.000278321
801.0400391	-0.000261926
801.2200317	-0.000275499
801.4000244	-0.000271259
801.5800171	-0.000279339
801.7600098	-0.000275256
801.9400024	-0.000284014
802.1199951	-0.000280724
802.2999878	-0.000278432
802.4799805	-0.000270922
802.6600342	-0.000274667
802.8400269	-0.000274994
803.0200195	-0.000266909
803.2000122	-0.000277035
803.3800049	-0.00027527
803.5599976	-0.000280191
803.7399902	-0.000283919
803.9199829	-0.000271023
804.1000366	-0.000269821
804.2800293	-0.000275812
804.460022	-0.000270538
804.6400146	-0.000274521
804.8200073	-0.000274832
805	-0.00027725
805.1799927	-0.000291165
805.3599854	-0.000280676
805.5400391	-0.000283047
805.7200317	-0.000272872
805.9000244	-0.000270257
806.0800171	-0.000269288
806.2600098	-0.000277694
806.4400024	-0.000282592
806.6199951	-0.000277177
806.7999878	-0.000279944
806.9799805	-0.000278449
807.1600342	-0.000273232
807.3400269	-0.000280669
807.5200195	-0.000266877
807.7000122	-0.000281583
807.8800049	-0.000286721
808.0599976	-0.000275764
808.2399902	-0.000276263
808.4199829	-0.000273389
808.6000366	-0.000275474
808.7800293	-0.000273737
808.960022	-0.000270037
809.1400146	-0.000269008
809.3200073	-0.000271731
809.5	-0.000268347
809.6799927	-0.000287693
809.8599854	-0.000278615
810.0400391	-0.000278959
810.2200317	-0.000280677
810.4000244	-0.00028589
810.5800171	-0.000274572
810.7600098	-0.000281726
810.9400024	-0.000277194
811.1199951	-0.000285924
811.2999878	-0.000266778
811.4799805	-0.000274181
811.6600342	-0.000269335
811.8400269	-0.000282488
812.0200195	-0.000270025
812.2000122	-0.000271469
812.3800049	-0.000271924
812.5599976	-0.000275515
812.7399902	-0.00027997
812.9199829	-0.000265313
813.1000366	-0.000287158
813.2800293	-0.000275073
813.460022	-0.00027719
813.6400146	-0.000277038
813.8200073	-0.000270377
814	-0.000269375
814.1799927	-0.000272272
814.3599854	-0.000287125
814.5400391	-0.000273424
814.7200317	-0.000274761
814.9000244	-0.000262427
815.0800171	-0.000266065
815.2600098	-0.000276538
815.4400024	-0.000280967
815.6199951	-0.000278382
815.7999878	-0.000273656
815.9799805	-0.000269499
816.1600342	-0.00028628
816.3400269	-0.000287226
816.5200195	-0.00027668
816.7000122	-0.000285747
816.8800049	-0.000270623
817.0599976	-0.000269744
817.2399902	-0.000279676
817.4199829	-0.000270506
817.6000366	-0.000263556
817.7800293	-0.000279016
817.960022	-0.000270746
818.1400146	-0.000269329
818.3200073	-0.00028112
818.5	-0.000284362
818.6799927	-0.000284322
818.8599854	-0.000285647
819.0400391	-0.000275233
819.2200317	-0.00028431
819.4000244	-0.000266313
819.5800171	-0.000284108
819.7600098	-0.000274354
819.9400024	0.00076194
820.1199951	0.000797717
820.2999878	0.000762012
820.4799805	0.00073717
820.6599731	0.000780845
820.8399658	0.000738204
821.0199585	0.000790186
821.2000122	0.000768977
821.3800049	0.000797644
821.5599976	0.000796273
821.7399902	0.000821377
821.9199829	0.000812425
822.0999756	0.000829545
822.2799683	0.000776944
822.4599609	0.000727006
822.6400146	0.000791646
822.8200073	0.000785222
823	0.000795007
823.1799927	0.000789337
823.3599854	0.000766954
823.539978	0.000779826
823.7199707	0.000820271
823.8999634	0.000818251
824.0800171	0.00079457
824.2600098	0.000776199
824.4400024	0.000782527
824.6199951	0.000774323
824.7999878	0.000774477
824.9799805	0.000781338
825.1599731	0.000866504
825.3399658	0.000747403
825.5199585	0.00078896
825.7000122	0.000738897
825.8800049	0.000810625
826.0599976	0.000790732
826.2399902	0.000769912
826.4199829	0.000699274
826.5999756	0.000782454
826.7799683	0.000781157
826.9599609	0.000778849
827.1400146	0.000775791
827.3200073	0.000739501
827.5	0.000813985
827.6799927	0.000770422
827.8599854	0.000844186
828.039978	0.000752758
828.2199707	0.000801137
828.3999634	0.00077756
828.5800171	0.000815406
828.7600098	0.000771821
828.9400024	0.000773811
829.1199951	0.000766019
829.2999878	0.000777198
829.4799805	0.000793291
829.6599731	0.000755906
829.8399658	0.000760412
830.0199585	0.000781795
830.2000122	0.000764427
830.3800049	0.000804603
830.5599976	0.000787914
830.7399902	0.000806521
830.9199829	0.000766325
831.0999756	0.000819123
831.2799683	0.000800757
831.4599609	0.000767265
831.6400146	0.000775619
831.8200073	0.000768358
832	0.000757998
832.1799927	0.000816619
832.3599854	0.000785916
832.539978	0.000763622
832.7199707	0.000780608
832.8999634	0.000766952
833.0800171	0.000825939
833.2600098	0.000802182
833.4400024	0.000742862
833.6199951	0.000819814
833.7999878	0.00077285
833.9799805	0.000846837
834.1599731	0.000798573
834.3399658	0.000815899
834.5199585	0.000814346
834.7000122	0.000766271
834.8800049	0.000775656
835.0599976	0.000789426
835.2399902	0.000739684
835.4199829	0.000784301
835.5999756	0.00080167
835.7799683	0.000809273
835.9599609	0.000739544
836.1400146	0.000806936
836.3200073	0.000826521
836.5	0.000743163
836.6799927	0.000803898
836.8599854	0.0007923
837.039978	0.000752549
837.2199707	0.000763282
837.3999634	0.000807749
837.5800171	0.000743862
837.7600098	0.000777163
837.9400024	0.000761663
838.1199951	0.000741586
838.2999878	0.000812386
838.4799805	0.00080283
838.6599731	0.000783846
838.8399658	0.000790991
839.0199585	0.000785875
839.2000122	0.000805865
839.3800049	0.000755123
839.5599976	0.000758713
839.7399902	0.000791567
839.9199829	0.000746209
840.0999756	0.00081056
840.2799683	0.000777016
840.4599609	0.000785033
840.6400146	0.000837407
840.8200073	0.000856946
841	0.00077149
841.1799927	0.00080456
841.3599854	0.000728305
841.539978	0.000770126
841.7199707	0.000817902
841.8999634	0.000800735
842.0800171	0.000787159
842.2600098	0.000764617
842.4400024	0.000771426
842.6199951	0.000745032
842.7999878	0.000817776
842.9799805	0.000803271
843.1599731	0.000827803
843.3399658	0.000750538
843.5200195	0.000726705
843.7000122	0.0007706
843.8800049	0.000799053
844.0599976	0.000803467
844.2399902	0.000784412
844.4199829	0.000794701
844.5999756	0.00074847
844.7799683	0.000789785
844.9599609	0.000796544
845.1400146	0.000797208
845.3200073	0.000774595
845.5	0.000801041
845.6799927	0.000782744
845.8599854	0.000818211
846.039978	0.000767334
846.2199707	0.000824571
846.3999634	0.000746401
846.5800171	0.000798974
846.7600098	0.000834593
846.9400024	0.00077174
847.1199951	0.000784348
847.2999878	0.000767753
847.4799805	0.00081944
847.6599731	0.000790076
847.8399658	0.000814327
848.0200195	0.000761237
848.2000122	0.000796362
848.3800049	0.000757457
848.5599976	0.000733568
848.7399902	0.000809758
848.9199829	0.000789239
849.0999756	0.000759476
849.2799683	0.000802145
849.4599609	0.000828348
849.6400146	0.000778162
849.8200073	0.000771745
850	0.000773983
850.1799927	0.000764354
850.3599854	0.000771059
850.539978	0.000783326
850.7199707	0.000751912
850.8999634	0.000754595
851.0800171	0.000784127
851.2600098	0.000780383
851.4400024	0.000804853
851.6199951	0.000778734
851.7999878	0.000755516
851.9799805	0.00083105
852.1599731	0.000750286
852.3399658	0.000759985
852.5200195	0.000699501
852.7000122	0.000776402
852.8800049	0.000824004
853.0599976	0.000802672
853.2399902	0.000781864
853.4199829	0.000782461
853.5999756	0.00081832
853.7799683	0.000819031
853.9599609	0.00077162
854.1400146	0.000807424
854.3200073	0.000829416
854.5	0.00081375
854.6799927	0.000793546
854.8599854	0.000804437
855.039978	0.000762763
855.2199707	0.000755743
855.3999634	0.000773039
855.5800171	0.000784379
855.7600098	0.000760079
855.9400024	0.000798274
856.1199951	0.000805292
856.2999878	0.000800113
856.4799805	0.00078548
856.6599731	0.000791905
856.8399658	0.000764682
857.0200195	0.000849104
857.2000122	0.000786207
857.3800049	0.000759983
857.5599976	0.000765809
857.7399902	0.000834273
857.9199829	0.000799321
858.0999756	0.000788378
858.2799683	0.000787878
858.4599609	0.000830706
858.6400146	0.000800294
858.8200073	0.000769181
859	0.000778398
859.1799927	0.000756788
859.3599854	0.000753834
859.539978	0.000731803
859.7199707	0.000756688
859.8999634	0.000790084
860.0800171	0.000778597
860.2600098	0.000785407
860.4400024	0.000823091
860.6199951	0.000771911
860.7999878	0.000760812
860.9799805	0.000840222
861.1599731	0.000761931
861.3399658	0.000797165
861.5200195	0.000713819
861.7000122	0.000802154
861.8800049	0.000769159
862.0599976	0.000807451
862.2399902	0.000762571
862.4199829	0.000768108
862.5999756	0.000783264
862.7799683	0.000759702
862.9599609	0.000770428
863.1400146	0.000747666
863.3200073	0.000807612
863.5	0.000777924
863.6799927	0.000840163
863.8599854	0.00078956
864.039978	0.000767156
864.2199707	0.000829952
864.3999634	0.000788439
864.5800171	0.000750706
864.7600098	0.000787315
864.9400024	0.000812576
865.1199951	0.000763125
865.2999878	0.000782525
865.4799805	0.000815959
865.6599731	0.000761682
865.8399658	0.000794648
866.0200195	0.000748047
866.2000122	0.000851809
866.3800049	0.00078108
866.5599976	0.000782849
866.7399902	0.000783317
866.9199829	0.000806835
867.0999756	0.000779081
867.2799683	0.000795033
867.4599609	0.000763873
867.6400146	0.000844457
867.8200073	0.000801703
868	0.000763587
868.1799927	0.0007679
868.3599854	0.000795068
868.539978	0.000777955
868.7199707	0.000781118
868.8999634	0.000801173
869.0800171	0.000824773
869.2600098	0.000778493
869.4400024	0.000808225
869.6199951	0.000747823
869.7999878	0.000801347
869.9799805	0.000786132
870.1599731	0.000822084
870.3399658	0.000821519
870.5200195	0.000849402
870.7000122	0.000743487
870.8800049	0.000740893
871.0599976	0.000773962
871.2399902	0.000821687
871.4199829	0.00077592
871.5999756	0.000782165
871.7799683	0.000818262
871.9599609	0.000760272
872.1400146	0.00080905
872.3200073	0.000766238
872.5	0.00081866
872.6799927	0.000795936
872.8599854	0.000785705
873.039978	0.000782929
873.2199707	0.000766755
873.3999634	0.000773066
873.5800171	0.000778839
873.7600098	0.000821938
873.9400024	0.000789374
874.1199951	0.000835729
874.2999878	0.000824965
874.4799805	0.000791888
874.6599731	0.000798617
874.8399658	0.000782754
875.0200195	0.000829475
875.2000122	0.000867638
875.3800049	0.000813402
875.5599976	0.000868683
875.7399902	0.000841193
875.9199829	0.000814991
876.0999756	0.00077304
876.2799683	0.00076862
876.4599609	0.000813865
876.6400146	0.000819521
876.8200073	0.000828818
877	0.000832287
877.1799927	0.000749626
877.3599854	0.000814185
877.539978	0.0008045
877.7199707	0.000816908
877.8999634	0.000796971
878.0800171	0.000825347
878.2600098	0.000806341
878.4400024	0.000812647
878.6199951	0.000765684
878.7999878	0.000805139
878.9799805	0.000810791
879.1599731	0.00080603
879.3399658	0.000851496
879.5200195	0.000788166
879.7000122	0.000802099
879.8800049	0.000834004
880.0599976	0.000864634
880.2399902	0.00084846
880.4199829	0.000814115
880.5999756	0.000869949
880.7799683	0.000782959
880.9599609	0.000812097
881.1400146	0.000799052
881.3200073	0.000789692
881.5	0.00083903
881.6799927	0.000810454
881.8599854	0.000766839
882.039978	0.000833087
882.2199707	0.00079514
882.3999634	0.000791032
882.5800171	0.000812752
882.7600098	0.000774015
882.9400024	0.000803511
883.1199951	0.000784656
883.2999878	0.000816092
883.4799805	0.000825266
883.6599731	0.000839296
883.8399658	0.00072684
884.0200195	0.000843251
884.2000122	0.000769614
884.3800049	0.000854578
884.5599976	0.000855253
884.7399902	0.00078694
884.9199829	0.000806742
885.0999756	0.0007891
885.2799683	0.000791583
885.4599609	0.000875818
885.6400146	0.00082313
885.8200073	0.000811143
886	0.000800007
886.1799927	0.000798853
886.3599854	0.000812277
886.539978	0.00082317
886.7199707	0.000876135
886.8999634	0.00084513
887.0800171	0.000838088
887.2600098	0.000813738
887.4400024	0.000792896
887.6199951	0.000836187
