\lambda [nm]	
660.8200073	-4.26891E-05
661	-3.86566E-05
661.1799927	-2.98276E-05
661.3599854	-2.79687E-05
661.539978	-2.27953E-05
661.7200317	-2.39113E-05
661.9000244	-1.41475E-05
662.0800171	-6.45939E-06
662.2600098	-4.79569E-06
662.4400024	2.96982E-06
662.6199951	1.10217E-05
662.7999878	1.92221E-05
662.9799805	2.86467E-05
663.1599731	3.23019E-05
663.3400269	4.18587E-05
663.5200195	5.32741E-05
663.7000122	5.79423E-05
663.8800049	7.25327E-05
664.0599976	7.8292E-05
664.2399902	8.8585E-05
664.4199829	0.000108125
664.5999756	0.000120714
664.7800293	0.000135223
664.960022	0.000148168
665.1400146	0.000158996
665.3200073	0.00017708
665.5	0.000193899
665.6799927	0.000211936
665.8599854	0.000225612
666.039978	0.000258072
666.2200317	0.000282412
666.4000244	0.000303926
666.5800171	0.000328943
666.7600098	0.000352492
666.9400024	0.000385112
667.1199951	0.00041652
667.2999878	0.000448553
667.4799805	0.00048339
667.6600342	0.000524751
667.8400269	0.000561911
668.0200195	0.000606109
668.2000122	0.000657949
668.3800049	0.000702285
668.5599976	0.000755718
668.7399902	0.000818735
668.9199829	0.000887105
669.0999756	0.000955531
669.2800293	0.001043893
669.460022	0.001110368
669.6400146	0.0011983
669.8200073	0.001300302
670	0.001403562
670.1799927	0.001512302
670.3599854	0.001652623
670.539978	0.001775691
670.7200317	0.001917625
670.9000244	0.002091544
671.0800171	0.002272164
671.2600098	0.002465207
671.4400024	0.002679499
671.6199951	0.002919952
671.7999878	0.003159889
671.9799805	0.003462271
672.1600342	0.003774289
672.3400269	0.004152216
672.5200195	0.004532308
672.7000122	0.004951652
672.8800049	0.005431886
673.0599976	0.005990726
673.2399902	0.006610094
673.4199829	0.007288057
673.5999756	0.008086752
673.7800293	0.008898495
673.960022	0.009825278
674.1400146	0.01099751
674.3200073	0.012212058
674.5	0.013672402
674.6799927	0.015349529
674.8599854	0.017081834
675.039978	0.01914418
675.2200317	0.021524282
675.4000244	0.024280927
675.5800171	0.027430072
675.7600098	0.031159959
675.9400024	0.03505471
676.1199951	0.03957449
676.2999878	0.045041938
676.4799805	0.050934343
676.6600342	0.05789403
676.8400269	0.065584621
677.0200195	0.073635273
677.2000122	0.082666893
677.3800049	0.092844372
677.5599976	0.103307324
677.7399902	0.11424634
677.9199829	0.12564826
678.0999756	0.135802479
678.2800293	0.145808191
678.460022	0.155517654
678.6400146	0.163365364
678.8200073	0.170121861
679	0.175152702
679.1799927	0.178255673
679.3599854	0.180076428
679.539978	0.180447846
679.7200317	0.179833374
679.9000244	0.178203201
680.0800171	0.175792522
680.2600098	0.173343315
680.4400024	0.170429077
680.6199951	0.167379093
680.7999878	0.164516125
680.9799805	0.161505661
681.1600342	0.158987742
681.3400269	0.156767931
681.5200195	0.154826956
681.7000122	0.153034735
681.8800049	0.151822825
682.0599976	0.150810499
682.2399902	0.150159273
682.4199829	0.149811134
682.5999756	0.149879303
682.7800293	0.150399447
682.960022	0.151151285
683.1400146	0.152350607
683.3200073	0.153933706
683.5	0.15571125
683.6799927	0.157819901
683.8599854	0.160480537
684.039978	0.163546124
684.2200317	0.167079754
684.4000244	0.170960026
684.5800171	0.175027733
684.7600098	0.17942791
684.9400024	0.184838429
685.1199951	0.190463009
685.2999878	0.196756859
685.4799805	0.203564415
685.6600342	0.210321541
685.8400269	0.21831377
686.0200195	0.226717148
686.2000122	0.23609333
686.3800049	0.245847473
686.5599976	0.256803989
686.7399902	0.267605934
686.9199829	0.279414139
687.0999756	0.292596016
687.2800293	0.306405373
687.460022	0.321302109
687.6400146	0.337030029
687.8200073	0.352968979
688	0.370493088
688.1799927	0.388963432
688.3599854	0.408741684
688.539978	0.429341507
688.7200317	0.451347961
688.9000244	0.47234829
689.0800171	0.495112686
689.2600098	0.519487839
689.4400024	0.543832474
689.6199951	0.570307541
689.7999878	0.595559044
689.9799805	0.620967636
690.1600342	0.64675705
690.3400269	0.672992249
690.5200195	0.698852921
690.7000122	0.725121765
690.8800049	0.750456162
691.0599976	0.773515778
691.2399902	0.796614761
691.4199829	0.819421768
691.5999756	0.840618134
691.7800293	0.860434113
691.960022	0.878661499
692.1400146	0.895468216
692.3200073	0.910538559
692.5	0.924422913
692.6799927	0.936889572
692.8599854	0.948266373
693.039978	0.957609024
693.2200317	0.964976425
693.4000244	0.971911774
693.5800171	0.977330551
693.7600098	0.981765823
693.9400024	0.985346146
694.1199951	0.988345032
694.2999878	0.990321426
694.4799805	0.992087174
694.6600342	0.993149185
694.8400269	0.993548966
695.0200195	0.993280563
695.2000122	0.993015137
695.3800049	0.993034287
695.5599976	0.992631149
695.7399902	0.991840439
695.9199829	0.990883865
696.0999756	0.990041275
696.2800293	0.989705887
696.460022	0.988962174
696.6400146	0.988092651
696.8200073	0.987332306
697	0.987441635
697.1799927	0.986699753
697.3599854	0.986561203
697.539978	0.986589584
697.7200317	0.986367264
697.9000244	0.986396027
698.0800171	0.986580277
698.2600098	0.98692131
698.4400024	0.986837311
698.6199951	0.987251511
698.7999878	0.98809372
698.9799805	0.988044891
699.1600342	0.98880127
699.3400269	0.989225311
699.5200195	0.989580307
699.7000122	0.990394287
699.8800049	0.990443726
700.0599976	0.99092392
700.2399902	0.991825409
700.4199829	0.992572403
700.5999756	0.992594986
700.7800293	0.992828674
700.960022	0.993562927
701.1400146	0.993832398
701.3200073	0.993903809
701.5	0.9943367
701.6799927	0.994300537
701.8599854	0.994596863
702.039978	0.994229126
702.2200317	0.994172058
702.4000244	0.994157944
702.5800171	0.993818512
702.7600098	0.994423599
702.9400024	0.993963928
703.1199951	0.994032669
703.2999878	0.993182449
703.4799805	0.993684387
703.6600342	0.993274918
703.8400269	0.992900467
704.0200195	0.99253006
704.2000122	0.992135849
704.3800049	0.991752472
704.5599976	0.991803055
704.7399902	0.991225357
704.9199829	0.99084343
705.0999756	0.990656281
705.2800293	0.99051384
705.460022	0.990568466
705.6400146	0.99018425
705.8200073	0.990013428
706	0.990162811
706.1799927	0.990274429
706.3599854	0.989605942
706.539978	0.989676437
706.7200317	0.990009995
706.9000244	0.989925003
707.0800171	0.990016251
707.2600098	0.989647064
707.4400024	0.990007553
707.6199951	0.990618973
707.7999878	0.990295868
707.9799805	0.990573578
708.1600342	0.991029968
708.3400269	0.991014328
708.5200195	0.99133728
708.7000122	0.99173584
708.8800049	0.991894684
709.0599976	0.992124176
709.2399902	0.992278061
709.4199829	0.99329361
709.5999756	0.992900772
709.7800293	0.993083725
709.960022	0.993356247
710.1400146	0.993890457
710.3200073	0.99359581
710.5	0.993899765
710.6799927	0.993828354
710.8599854	0.994396973
711.039978	0.994779434
711.2200317	0.995058136
711.4000244	0.994893951
711.5800171	0.994921722
711.7600098	0.994960709
711.9400024	0.995194473
712.1199951	0.995793304
712.2999878	0.994367142
712.4799805	0.994627533
712.6600342	0.994674835
712.8400269	0.995354996
713.0200195	0.995401535
713.2000122	0.995713425
713.3800049	0.994218369
713.5599976	0.994561844
713.7399902	0.994501801
713.9199829	0.994207764
714.0999756	0.994075394
714.2800293	0.99394371
714.460022	0.993730698
714.6400146	0.993985291
714.8200073	0.994035339
715	0.993616791
715.1799927	0.993433609
715.3599854	0.992590408
715.539978	0.992129364
715.7200317	0.992589645
715.9000244	0.9919487
716.0800171	0.99220398
716.2600098	0.992158203
716.4400024	0.991508026
716.6199951	0.992157517
716.7999878	0.991684876
716.9799805	0.991518097
717.1600342	0.991383972
717.3400269	0.991428528
717.5200195	0.991709518
717.7000122	0.990999222
717.8800049	0.990840912
718.0599976	0.991236343
718.2399902	0.990757217
718.4199829	0.991194992
718.5999756	0.99110939
718.7800293	0.991354523
718.960022	0.991345367
719.1400146	0.991343765
719.3200073	0.991377258
719.5	0.991417694
719.6799927	0.991978836
719.8599854	0.992070389
720.039978	0.992196884
720.2200317	0.991721344
720.4000244	0.992202759
720.5800171	0.992221756
720.7600098	0.99236557
720.9400024	0.992053604
721.1199951	0.992600555
721.2999878	0.993021698
721.4799805	0.993452759
721.6600342	0.993302612
721.8400269	0.993547745
722.0200195	0.993657913
722.2000122	0.994177856
722.3800049	0.994091415
722.5599976	0.994006348
722.7399902	0.994772568
722.9199829	0.994636078
723.0999756	0.994351959
723.2800293	0.994352036
723.460022	0.995045319
723.6400146	0.994324112
723.8200073	0.994533615
724	0.995127945
724.1799927	0.994676361
724.3599854	0.994807205
724.539978	0.995208359
724.7200317	0.995114059
724.9000244	0.995756378
725.0800171	0.995516434
725.2600098	0.9954496
725.4400024	0.995461731
725.6199951	0.994547272
725.7999878	0.995556564
725.9799805	0.995019074
726.1600342	0.995092087
726.3400269	0.994433212
726.5200195	0.995411606
726.7000122	0.995232925
726.8800049	0.994554443
727.0599976	0.994526291
727.2399902	0.994025192
727.4199829	0.994483261
727.5999756	0.994637222
727.7800293	0.993660126
727.960022	0.993847427
728.1400146	0.993135529
728.3200073	0.994241333
728.5	0.9941082
728.6799927	0.99371582
728.8599854	0.993608246
729.039978	0.993273163
729.2200317	0.993659668
729.4000244	0.993715286
729.5800171	0.993954773
729.7600098	0.993730927
729.9400024	0.993145294
730.1199951	0.993622742
730.2999878	0.99297142
730.4799805	0.993524246
730.6600342	0.99389183
730.8400269	0.993387299
731.0200195	0.993166275
731.2000122	0.993268662
731.3800049	0.992710266
731.5599976	0.99333931
731.7399902	0.993273773
731.9199829	0.993375168
732.1000366	0.992820053
732.2800293	0.992937698
732.460022	0.993658295
732.6400146	0.992847138
732.8200073	0.994123383
733	0.993390274
733.1799927	0.993922424
733.3599854	0.994009018
733.539978	0.994146729
733.7200317	0.993776474
733.9000244	0.993887405
734.0800171	0.993920593
734.2600098	0.993031082
734.4400024	0.993552094
734.6199951	0.993891983
734.7999878	0.993848877
734.9799805	0.99472847
735.1600342	0.994278946
735.3400269	0.994076614
735.5200195	0.994408875
735.7000122	0.994862976
735.8800049	0.994395752
736.0599976	0.994104538
736.2399902	0.994890595
736.4199829	0.994591675
736.6000366	0.994500732
736.7800293	0.994814072
736.960022	0.994289551
737.1400146	0.995042954
737.3200073	0.994994965
737.5	0.994802094
737.6799927	0.995083313
737.8599854	0.995710831
738.039978	0.995477448
738.2200317	0.99463974
738.4000244	0.995215607
738.5800171	0.994957123
738.7600098	0.994782791
738.9400024	0.995473862
739.1199951	0.994477768
739.2999878	0.994725037
739.4799805	0.99499115
739.6600342	0.994457245
739.8400269	0.994582596
740.0200195	0.994593658
740.2000122	0.994723969
740.3800049	0.994832001
740.5599976	0.994805756
740.7399902	0.994994888
740.9199829	0.99514801
741.1000366	0.995322037
741.2800293	0.99493782
741.460022	0.995042572
741.6400146	0.994883423
741.8200073	0.994629593
742	0.994975739
742.1799927	0.995037766
742.3599854	0.994928131
742.539978	0.994722214
742.7200317	0.994936752
742.9000244	0.994835358
743.0800171	0.994655075
743.2600098	0.994861679
743.4400024	0.993898239
743.6199951	0.994532394
743.7999878	0.994874344
743.9799805	0.994432297
744.1600342	0.99454895
744.3400269	0.994801559
744.5200195	0.995142136
744.7000122	0.994827728
744.8800049	0.995936661
745.0599976	0.994294128
745.2399902	0.995710297
745.4199829	0.994872589
745.6000366	0.994773712
745.7800293	0.995693207
745.960022	0.994552765
746.1400146	0.99486824
746.3200073	0.9952845
746.5	0.995988693
746.6799927	0.995119171
746.8599854	0.995194626
747.039978	0.995255508
747.2200317	0.99544838
747.4000244	0.995214996
747.5800171	0.995160904
747.7600098	0.995743866
747.9400024	0.99567833
748.1199951	0.995676575
748.2999878	0.995006867
748.4799805	0.995659103
748.6600342	0.995569077
748.8400269	0.995386276
749.0200195	0.995829849
749.2000122	0.996018448
749.3800049	0.99630249
749.5599976	0.994561691
749.7399902	0.995370636
749.9199829	0.99538681
750.1000366	0.995139618
750.2800293	0.995961914
750.460022	0.994814835
750.6400146	0.995167007
750.8200073	0.994986649
751	0.995417786
751.1799927	0.995765991
751.3599854	0.995488663
751.539978	0.995118332
751.7200317	0.995287628
751.9000244	0.995629349
752.0800171	0.99549118
752.2600098	0.994466934
752.4400024	0.994687347
752.6199951	0.994320602
752.7999878	0.995736847
752.9799805	0.995028534
753.1600342	0.995415192
753.3400269	0.994806824
753.5200195	0.993484955
753.7000122	0.99435173
753.8800049	0.994662705
754.0599976	0.994295578
754.2399902	0.993964691
754.4199829	0.994097138
754.6000366	0.994368134
754.7800293	0.994204788
754.960022	0.994275894
755.1400146	0.994329758
755.3200073	0.994029083
755.5	0.994444046
755.6799927	0.993336716
755.8599854	0.993831711
756.039978	0.993662949
756.2200317	0.993006973
756.4000244	0.993723068
756.5800171	0.994115753
756.7600098	0.994199982
756.9400024	0.994025269
757.1199951	0.993545837
757.2999878	0.993849258
757.4799805	0.993689499
757.6600342	0.994272385
757.8400269	0.993637924
758.0200195	0.993637772
758.2000122	0.993799362
758.3800049	0.994068909
758.5599976	0.993199005
758.7399902	0.994545364
758.9199829	0.994138794
759.1000366	0.993594742
759.2800293	0.99386673
759.460022	0.993942108
759.6400146	0.994786453
759.8200073	0.993751602
760	0.994687424
760.1799927	0.995027695
760.3599854	0.994549027
760.539978	0.994338837
760.7200317	0.994308624
760.9000244	0.994495697
761.0800171	0.994154968
761.2600098	0.994596252
761.4400024	0.995279999
761.6199951	0.994162979
761.7999878	0.994873352
761.9799805	0.994791718
762.1600342	0.994081574
762.3400269	0.994455414
762.5200195	0.995132828
762.7000122	0.995381928
762.8800049	0.994554138
763.0599976	0.995287094
763.2399902	0.995008164
763.4199829	0.994564743
763.6000366	0.995303803
763.7800293	0.994509659
763.960022	0.994446335
764.1400146	0.995707092
764.3200073	0.995661774
764.5	0.996123657
764.6799927	0.995220337
764.8599854	0.995135193
765.039978	0.994901276
765.2200317	0.996457901
765.4000244	0.995632553
765.5800171	0.994691849
765.7600098	0.995248413
765.9400024	0.995307465
766.1199951	0.995833283
766.2999878	0.995385361
766.4799805	0.994990616
766.6600342	0.994867935
766.8400269	0.994600983
767.0200195	0.995757675
767.2000122	0.996129456
767.3800049	0.994776917
767.5599976	0.995377655
767.7399902	0.995478668
767.9199829	0.995184708
768.1000366	0.995746918
768.2800293	0.995401993
768.460022	0.995110779
768.6400146	0.995530319
768.8200073	0.99475296
769	0.99522583
769.1799927	0.995312882
769.3599854	0.995938034
769.539978	0.995238037
769.7200317	0.995099411
769.9000244	0.994888763
770.0800171	0.995078125
770.2600098	0.995278626
770.4400024	0.995028381
770.6199951	0.994871979
770.7999878	0.995955887
770.9799805	0.995048523
771.1600342	0.994841156
771.3400269	0.995231781
771.5200195	0.995240936
771.7000122	0.995485458
771.8800049	0.994847488
772.0599976	0.995363464
772.2399902	0.995836639
772.4199829	0.995301514
772.6000366	0.994821167
772.7800293	0.995780563
772.960022	0.995407257
773.1400146	0.995053864
773.3200073	0.995879822
773.5	0.994733429
773.6799927	0.99534317
773.8599854	0.994724426
774.039978	0.994228592
774.2200317	0.995216751
774.4000244	0.995552139
774.5800171	0.995676041
774.7600098	0.995660477
774.9400024	0.996081696
775.1199951	0.99466774
775.2999878	0.995392914
775.4799805	0.996307221
775.6600342	0.994918976
775.8400269	0.99438736
776.0200195	0.995296631
776.2000122	0.995193634
776.3800049	0.995785828
776.5599976	0.994961014
776.7399902	0.996000595
776.9199829	0.995169373
777.1000366	0.995788574
777.2800293	0.994174652
777.460022	0.995457459
777.6400146	0.995037994
777.8200073	0.995005722
778	0.99543045
778.1799927	0.99432579
778.3599854	0.994726563
778.539978	0.994172745
778.7200317	0.994169464
778.9000244	0.993648529
779.0800171	0.994439926
779.2600098	0.994087906
779.4400024	0.993926315
779.6199951	0.994096146
779.7999878	0.994630356
779.9799805	0.99476944
780.1600342	0.993745117
780.3400269	0.994940414
780.5200195	0.994023972
780.7000122	0.994820328
780.8800049	0.993981018
781.0599976	0.99418808
781.2399902	0.994426041
781.4199829	0.994528198
781.6000366	0.994740295
781.7800293	0.993538208
781.960022	0.993295593
782.1400146	0.994090195
782.3200073	0.993156052
782.5	0.993078919
782.6799927	0.993797836
782.8599854	0.993658218
783.039978	0.993364868
783.2200317	0.993748932
783.4000244	0.993230209
783.5800171	0.993589783
783.7600098	0.994427567
783.9400024	0.99308548
784.1199951	0.993317184
784.2999878	0.993800201
784.4799805	0.993661728
784.6600342	0.994789124
784.8400269	0.993744278
785.0200195	0.993491745
785.2000122	0.994043808
785.3800049	0.992894592
785.5599976	0.993190994
785.7399902	0.993747025
785.9199829	0.994485626
786.1000366	0.993590927
786.2800293	0.994285584
786.460022	0.994458466
786.6400146	0.994478073
786.8200073	0.994442749
787	0.994619522
787.1799927	0.994496689
787.3599854	0.995574265
787.539978	0.993654633
787.7200317	0.995002594
787.9000244	0.995073929
788.0800171	0.99422493
788.2600098	0.994382248
788.4400024	0.995226364
788.6199951	0.994730377
788.7999878	0.994962387
788.9799805	0.995615997
789.1600342	0.994982529
789.3400269	0.994678879
789.5200195	0.996060791
789.7000122	0.994248123
789.8800049	0.994867325
790.0599976	0.994494171
790.2399902	0.994607849
790.4199829	0.995207062
790.6000366	0.994902725
790.7800293	0.994807816
790.960022	0.995568314
791.1400146	0.995981598
791.3200073	0.994654999
791.5	0.994638062
791.6799927	0.994900894
791.8599854	0.994987564
792.0400391	0.994973679
792.2200317	0.995010529
792.4000244	0.994580612
792.5800171	0.99499794
792.7600098	0.994865799
792.9400024	0.994341583
793.1199951	0.994135513
793.2999878	0.994717331
793.4799805	0.993975678
793.6600342	0.993712082
793.8400269	0.993590927
794.0200195	0.996169281
794.2000122	0.994540024
794.3800049	0.993536911
794.5599976	0.995124054
794.7399902	0.994485169
794.9199829	0.993671265
795.1000366	0.993939591
795.2800293	0.994321365
795.460022	0.993804703
795.6400146	0.994197083
795.8200073	0.994090653
796	0.994615097
796.1799927	0.993291321
796.3599854	0.99422821
796.5400391	0.993781662
796.7200317	0.994133606
796.9000244	0.993530731
797.0800171	0.994489288
797.2600098	0.994182892
797.4400024	0.993908997
797.6199951	0.994699249
797.7999878	0.994677887
797.9799805	0.994449158
798.1600342	0.993996277
798.3400269	0.994435501
798.5200195	0.994452972
798.7000122	0.994014969
798.8800049	0.994812393
799.0599976	0.99495079
799.2399902	0.994383011
799.4199829	0.994277802
799.6000366	0.995478668
799.7800293	0.995033646
799.960022	0.995158844
800.1400146	0.99477684
800.3200073	0.995088959
800.5	0.995212555
800.6799927	0.994421387
800.8599854	0.994984512
801.0400391	0.995318985
801.2200317	0.995813446
801.4000244	0.99570755
801.5800171	0.994489288
801.7600098	0.995823517
801.9400024	0.996104507
802.1199951	0.995979538
802.2999878	0.995012589
802.4799805	0.994000092
802.6600342	0.995307083
802.8400269	0.994162598
803.0200195	0.995330505
803.2000122	0.995667267
803.3800049	0.994174347
803.5599976	0.99449852
803.7399902	0.993788834
803.9199829	0.993959045
804.1000366	0.993874817
804.2800293	0.99318161
804.460022	0.993843842
804.6400146	0.993465958
804.8200073	0.992691498
805	0.993656616
805.1799927	0.992087021
805.3599854	0.991967697
805.5400391	0.992596588
805.7200317	0.99034111
805.9000244	0.992329178
806.0800171	0.992086639
806.2600098	0.992021561
806.4400024	0.990344238
806.6199951	0.990586472
806.7999878	0.989406738
806.9799805	0.991415939
807.1600342	0.990852509
807.3400269	0.991140747
807.5200195	0.990642242
807.7000122	0.991742477
807.8800049	0.991105194
808.0599976	0.991639862
808.2399902	0.991647415
808.4199829	0.991298523
808.6000366	0.991523056
808.7800293	0.991406479
808.960022	0.992544174
809.1400146	0.992835999
809.3200073	0.993105621
809.5	0.993817062
809.6799927	0.993638001
809.8599854	0.994414063
810.0400391	0.993686752
810.2200317	0.993366547
810.4000244	0.994842453
810.5800171	0.993695145
810.7600098	0.993163223
810.9400024	0.993156815
811.1199951	0.992726059
811.2999878	0.991629639
811.4799805	0.99115509
811.6600342	0.989273224
811.8400269	0.987737808
812.0200195	0.985894775
812.2000122	0.983013916
812.3800049	0.97955658
812.5599976	0.976069946
812.7399902	0.971592484
812.9199829	0.964584198
813.1000366	0.962215042
813.2800293	0.954201813
813.460022	0.945490875
813.6400146	0.937146988
813.8200073	0.928583527
814	0.919416809
814.1799927	0.907834168
814.3599854	0.894759598
814.5400391	0.881112366
814.7200317	0.865594711
814.9000244	0.849807892
815.0800171	0.835207672
815.2600098	0.817646942
815.4400024	0.7986483
815.6199951	0.779573669
815.7999878	0.758209686
815.9799805	0.737836533
816.1600342	0.716992645
816.3400269	0.694136963
816.5200195	0.672126236
816.7000122	0.649696274
816.8800049	0.624738274
817.0599976	0.601511345
817.2399902	0.579315414
817.4199829	0.556142616
817.6000366	0.53233635
817.7800293	0.509600296
817.960022	0.486594048
818.1400146	0.46425415
818.3200073	0.443992004
818.5	0.423067055
818.6799927	0.402589912
818.8599854	0.382684059
819.0400391	0.363459244
819.2200317	0.344757614
819.4000244	0.328044243
819.5800171	0.311660233
819.7600098	0.2954846
819.9400024	0.325696755
820.1199951	0.313569012
820.2999878	0.300508385
820.4799805	0.28838726
820.6599731	0.273636818
820.8399658	0.263280182
821.0199585	0.25236681
821.2000122	0.241813068
821.3800049	0.23066721
821.5599976	0.219193897
821.7399902	0.210783386
821.9199829	0.200940666
822.0999756	0.192375717
822.2799683	0.181643524
822.4599609	0.171901665
822.6400146	0.16472086
822.8200073	0.156542664
823	0.150028572
823.1799927	0.141774263
823.3599854	0.134671688
823.539978	0.128568802
823.7199707	0.122133617
823.8999634	0.116615143
824.0800171	0.109441299
824.2600098	0.104269199
824.4400024	0.099321547
824.6199951	0.094357347
824.7999878	0.089957047
824.9799805	0.084875593
825.1599731	0.081348648
825.3399658	0.077411771
825.5199585	0.073752141
825.7000122	0.069943719
825.8800049	0.065930257
826.0599976	0.063246384
826.2399902	0.060261855
826.4199829	0.057668653
826.5999756	0.054758935
826.7799683	0.052011905
826.9599609	0.049885659
827.1400146	0.047655768
827.3200073	0.045735435
827.5	0.043286281
827.6799927	0.041301641
827.8599854	0.039658237
828.039978	0.037787695
828.2199707	0.036441877
828.3999634	0.034604263
828.5800171	0.033302593
828.7600098	0.031993721
828.9400024	0.030694222
829.1199951	0.029499462
829.2999878	0.028055339
829.4799805	0.02709516
829.6599731	0.025998163
829.8399658	0.025053959
830.0199585	0.024133766
830.2000122	0.023107789
830.3800049	0.022338746
830.5599976	0.021593943
830.7399902	0.020903924
830.9199829	0.020004056
831.0999756	0.019234449
831.2799683	0.018679255
831.4599609	0.017986193
831.6400146	0.017489563
831.8200073	0.016891894
832	0.016290327
832.1799927	0.015869962
832.3599854	0.015333947
832.539978	0.014900548
832.7199707	0.014368337
832.8999634	0.013919685
833.0800171	0.013539878
833.2600098	0.01314531
833.4400024	0.012762456
833.6199951	0.012358432
833.7999878	0.012011458
833.9799805	0.011749605
834.1599731	0.011433311
834.3399658	0.011150843
834.5199585	0.010781161
834.7000122	0.010540134
834.8800049	0.010228779
835.0599976	0.010043137
835.2399902	0.009775841
835.4199829	0.009511363
835.5999756	0.00933311
835.7799683	0.009120303
835.9599609	0.008844685
836.1400146	0.008678349
836.3200073	0.008540649
836.5	0.00825523
836.6799927	0.008125713
836.8599854	0.007977605
837.039978	0.007735652
837.2199707	0.007601067
837.3999634	0.007502599
837.5800171	0.007274991
837.7600098	0.007237006
837.9400024	0.00704211
838.1199951	0.006910721
838.2999878	0.006810513
838.4799805	0.006712421
838.6599731	0.006514647
838.8399658	0.006407628
839.0199585	0.006291533
839.2000122	0.006216863
839.3800049	0.006116748
839.5599976	0.005952314
839.7399902	0.005895914
839.9199829	0.005783961
840.0999756	0.005705694
840.2799683	0.005631279
840.4599609	0.005576269
840.6400146	0.00546935
840.8200073	0.005444553
841	0.005305546
841.1799927	0.005265145
841.3599854	0.005138794
841.539978	0.005090629
841.7199707	0.00502146
841.8999634	0.004987307
842.0800171	0.004893515
842.2600098	0.004778144
842.4400024	0.004767672
842.6199951	0.004656045
842.7999878	0.00467326
842.9799805	0.004597955
843.1599731	0.004553312
843.3399658	0.004470005
843.5200195	0.004344585
843.7000122	0.004361907
843.8800049	0.004350522
844.0599976	0.004283297
844.2399902	0.004222285
844.4199829	0.004132237
844.5999756	0.004106943
844.7799683	0.004036387
844.9599609	0.004054214
845.1400146	0.004003058
845.3200073	0.003970897
845.5	0.003882665
845.6799927	0.003879268
845.8599854	0.003853856
846.039978	0.003802532
846.2199707	0.003767833
846.3999634	0.003691527
846.5800171	0.003648368
846.7600098	0.003636183
846.9400024	0.0036175
847.1199951	0.003556896
847.2999878	0.003501185
847.4799805	0.003507774
847.6599731	0.003448028
847.8399658	0.003436134
848.0200195	0.003353205
848.2000122	0.003354581
848.3800049	0.003246286
848.5599976	0.003234993
848.7399902	0.003316501
848.9199829	0.003153028
849.0999756	0.003194968
849.2799683	0.003180304
849.4599609	0.00313512
849.6400146	0.003067342
849.8200073	0.003029109
850	0.00303482
850.1799927	0.002971656
850.3599854	0.002926376
850.539978	0.00291552
850.7199707	0.002914272
850.8999634	0.00285239
851.0800171	0.002861096
851.2600098	0.002767287
851.4400024	0.002716466
851.6199951	0.002717503
851.7999878	0.002710388
851.9799805	0.00269842
852.1599731	0.002629631
852.3399658	0.002629898
852.5200195	0.002558912
852.7000122	0.002500215
852.8800049	0.002547128
853.0599976	0.002499671
853.2399902	0.002424444
853.4199829	0.002438555
853.5999756	0.002426282
853.7799683	0.002434946
853.9599609	0.002351553
854.1400146	0.002390886
854.3200073	0.002319953
854.5	0.002294735
854.6799927	0.002278573
854.8599854	0.00222755
855.039978	0.002238334
855.2199707	0.002187163
855.3999634	0.002144179
855.5800171	0.002205293
855.7600098	0.002097013
855.9400024	0.002088917
856.1199951	0.002068068
856.2999878	0.002020867
856.4799805	0.002020574
856.6599731	0.002011016
856.8399658	0.001949036
857.0200195	0.001989211
857.2000122	0.001937265
857.3800049	0.001890578
857.5599976	0.001876944
857.7399902	0.001914686
857.9199829	0.001896568
858.0999756	0.001829266
858.2799683	0.001810013
858.4599609	0.001822368
858.6400146	0.00175716
858.8200073	0.001740765
859	0.001755111
859.1799927	0.00178967
859.3599854	0.001678774
859.539978	0.001659289
859.7199707	0.00165477
859.8999634	0.001626713
860.0800171	0.001650979
860.2600098	0.00162025
860.4400024	0.001584637
860.6199951	0.001539066
860.7999878	0.001575128
860.9799805	0.001527501
861.1599731	0.00156478
861.3399658	0.00150984
861.5200195	0.001498649
861.7000122	0.001497217
861.8800049	0.001468247
862.0599976	0.001503332
862.2399902	0.00145766
862.4199829	0.001404649
862.5999756	0.001400626
862.7799683	0.001377736
862.9599609	0.001370044
863.1400146	0.001397514
863.3200073	0.001405535
863.5	0.001372583
863.6799927	0.001406339
863.8599854	0.001374749
864.039978	0.001320405
864.2199707	0.001342025
864.3999634	0.00133718
864.5800171	0.001244491
864.7600098	0.001317174
864.9400024	0.001349976
865.1199951	0.00128944
865.2999878	0.001269044
865.4799805	0.001270357
865.6599731	0.001251037
865.8399658	0.001237046
866.0200195	0.001263404
866.2000122	0.001286803
866.3800049	0.001211657
866.5599976	0.001205977
866.7399902	0.0012233
866.9199829	0.001192794
867.0999756	0.001187107
867.2799683	0.001157752
867.4599609	0.001184336
867.6400146	0.00119908
867.8200073	0.001166056
868	0.001161474
868.1799927	0.001144821
868.3599854	0.001079952
868.539978	0.001156587
868.7199707	0.001152101
868.8999634	0.00112784
869.0800171	0.001138688
869.2600098	0.001111652
869.4400024	0.001174777
869.6199951	0.001078366
869.7999878	0.001146277
869.9799805	0.001088865
870.1599731	0.001162252
870.3399658	0.001136458
870.5200195	0.001102109
870.7000122	0.00104961
870.8800049	0.001039951
871.0599976	0.001056526
871.2399902	0.001091447
871.4199829	0.001047341
871.5999756	0.001084422
871.7799683	0.001093414
871.9599609	0.001030486
872.1400146	0.001056742
872.3200073	0.001044065
872.5	0.001092356
872.6799927	0.001026473
872.8599854	0.001004729
873.039978	0.001043129
